coordinates,LATITUDE,LONGITUDE,FULLADDRESS,ZIPCODE,ASSESSMENT_NBHD,CLUSTER_,WARD,Units,Residential,mobilityscore
"38.9268753,-77.02406691",38.9268753,-77.02406691,734 HARVARD STREET NW,20001,Columbia Heights,Cluster 2,Ward 1,7112,2.5471034870641165,84.0
"38.92551881,-77.03067724",38.92551881,-77.03067724,1316 GIRARD STREET NW,20009,Columbia Heights,Cluster 2,Ward 1,7112,2.5471034870641165,89.0
"38.93628378,-77.02008737",38.93628378,-77.02008737,624 QUEBEC PLACE NW,20010,Columbia Heights,Cluster 2,Ward 1,7112,2.5471034870641165,69.0
"38.93231436,-77.03152890000001",38.93231436,-77.03152890000001,1350 NEWTON STREET NW,20010,Columbia Heights,Cluster 2,Ward 1,7112,2.5471034870641165,86.0
"38.93651069,-77.03316826",38.93651069,-77.03316826,1403 PERRY PLACE NW,20010,Columbia Heights,Cluster 2,Ward 1,7112,2.5471034870641165,78.0
"38.93411186,-77.02881755",38.93411186,-77.02881755,3558 11TH STREET NW,20010,Columbia Heights,Cluster 2,Ward 1,7112,2.5471034870641165,78.0
"38.93605971,-77.0312955",38.93605971,-77.0312955,1345 PERRY PLACE NW,20010,Columbia Heights,Cluster 2,Ward 1,7112,2.5471034870641165,79.0
"38.92781026,-77.02183079999998",38.92781026,-77.02183079999998,538 HOBART PLACE NW,20001,Columbia Heights,Cluster 2,Ward 1,7112,2.5471034870641165,81.0
"38.9308594,-77.03509259",38.9308594,-77.03509259,1502 PARK ROAD NW,20010,Columbia Heights,Cluster 2,Ward 1,7112,2.5471034870641165,86.0
"38.93134696,-77.03500195",38.93134696,-77.03500195,1501 PARK ROAD NW,20010,Columbia Heights,Cluster 2,Ward 1,7112,2.5471034870641165,77.0
"38.93578170000001,-77.02140326",38.93578170000001,-77.02140326,3628 WARDER STREET NW,20010,Columbia Heights,Cluster 2,Ward 1,7112,2.5471034870641165,78.0
"38.92780178,-77.02187705",38.92780178,-77.02187705,540 HOBART PLACE NW,20001,Columbia Heights,Cluster 2,Ward 1,7112,2.5471034870641165,81.0
"38.93390829,-77.03315517",38.93390829,-77.03315517,1402 OGDEN STREET NW,20010,Columbia Heights,Cluster 2,Ward 1,7112,2.5471034870641165,78.0
"38.93821292,-77.02941322",38.93821292,-77.02941322,3819 13TH STREET NW,20011,Columbia Heights,Cluster 18,Ward 4,7112,2.5471034870641165,83.0
"38.92895914,-77.01840751",38.92895914,-77.01840751,3014 PARK PLACE NW,20001,Columbia Heights,Cluster 2,Ward 1,7112,2.5471034870641165,68.0
"38.92614781,-77.02436985",38.92614781,-77.02436985,743 GIRARD STREET NW,20001,Columbia Heights,Cluster 2,Ward 1,7112,2.5471034870641165,82.0
"38.93393217,-77.02517006",38.93393217,-77.02517006,824 OTIS PLACE NW,20010,Columbia Heights,Cluster 2,Ward 1,7112,2.5471034870641165,76.0
"38.93493108,-77.03592918",38.93493108,-77.03592918,1523 OAK STREET NW,20010,Columbia Heights,Cluster 2,Ward 1,7112,2.5471034870641165,80.0
"38.82383116,-77.01141870000002",38.82383116,-77.01141870000002,127 GALVESTON STREET SW,20032,Congress Heights,Cluster 39,Ward 8,5661,1.9606076664900196,62.0
"38.82444933,-76.99829172",38.82444933,-76.99829172,624 GALVESTON PLACE SE,20032,Congress Heights,Cluster 39,Ward 8,5661,1.9606076664900196,71.0
"38.82681785,-77.01214345",38.82681785,-77.01214345,180 DARRINGTON STREET SW,20032,Congress Heights,Cluster 39,Ward 8,5661,1.9606076664900196,67.0
"38.82506477,-77.00275764",38.82506477,-77.00275764,4502 LIVINGSTON ROAD SE,20032,Congress Heights,Cluster 39,Ward 8,5661,1.9606076664900196,76.0
"38.82419254,-77.00988518",38.82419254,-77.00988518,56 GALVESTON PLACE SW,20032,Congress Heights,Cluster 39,Ward 8,5661,1.9606076664900196,61.0
"38.82936559,-77.00276322",38.82936559,-77.00276322,4305 3RD STREET SE,20032,Congress Heights,Cluster 39,Ward 8,5661,1.9606076664900196,63.0
"38.82945468,-77.00967757",38.82945468,-77.00967757,18 BRANDYWINE STREET SW,20032,Congress Heights,Cluster 39,Ward 8,5661,1.9606076664900196,70.0
"38.83780046,-77.00353331",38.83780046,-77.00353331,149 UPSAL STREET SE,20032,Congress Heights,Cluster 39,Ward 8,5661,1.9606076664900196,70.0
"38.83364783,-76.99648268",38.83364783,-76.99648268,601 CONDON TERRACE SE,20032,Congress Heights,Cluster 39,Ward 8,5661,1.9606076664900196,56.0
"38.82817451,-76.99821689",38.82817451,-76.99821689,4230 6TH STREET SE,20032,Congress Heights,Cluster 39,Ward 8,5661,1.9606076664900196,72.0
"38.84023167,-77.00552855",38.84023167,-77.00552855,3514 BROTHERS PLACE SE,20032,Congress Heights,Cluster 39,Ward 8,5661,1.9606076664900196,66.0
"38.81973129,-77.00719679",38.81973129,-77.00719679,194 JOLIET STREET SW,20032,Congress Heights,Cluster 39,Ward 8,5661,1.9606076664900196,66.0
"38.82760116,-77.01185428",38.82760116,-77.01185428,160 DANBURY STREET SW,20032,Congress Heights,Cluster 39,Ward 8,5661,1.9606076664900196,62.0
"38.84348891,-76.99213939",38.84348891,-76.99213939,3212 10TH PLACE SE,20032,Congress Heights,Cluster 39,Ward 8,5661,1.9606076664900196,78.0
"38.83425872,-76.99734727",38.83425872,-76.99734727,566 FOXHALL PLACE SE,20032,Congress Heights,Cluster 39,Ward 8,5661,1.9606076664900196,49.0
"38.83379528,-77.00428324",38.83379528,-77.00428324,139 MISSISSIPPI AVENUE SE,20032,Congress Heights,Cluster 39,Ward 8,5661,1.9606076664900196,69.0
"38.83108206,-77.01251640000002",38.83108206,-77.01251640000002,4034 2ND STREET SW,20032,Congress Heights,Cluster 39,Ward 8,5661,1.9606076664900196,64.0
"38.83384829999999,-76.99164497",38.83384829999999,-76.99164497,915 WAHLER PLACE SE,20032,Congress Heights,Cluster 39,Ward 8,5661,1.9606076664900196,74.0
"38.83287296,-76.98770269",38.83287296,-76.98770269,1101 BELLEVUE STREET SE,20032,Congress Heights,Cluster 39,Ward 8,5661,1.9606076664900196,78.0
"38.83460146,-76.98905975",38.83460146,-76.98905975,1042 BARNABY TERRACE SE,20032,Congress Heights,Cluster 39,Ward 8,5661,1.9606076664900196,73.0
"38.8305855,-77.00617046",38.8305855,-77.00617046,4005 1ST STREET SE,20032,Congress Heights,Cluster 39,Ward 8,5661,1.9606076664900196,73.0
"38.8427055,-76.99053949",38.8427055,-76.99053949,1117 SAVANNAH STREET SE,20032,Congress Heights,Cluster 39,Ward 8,5661,1.9606076664900196,76.0
"38.82581658,-77.00753402",38.82581658,-77.00753402,4405 SOUTH CAPITOL STREET SW,20032,Congress Heights,Cluster 39,Ward 8,5661,1.9606076664900196,69.0
"38.82961468,-77.00258772",38.82961468,-77.00258772,4303 3RD STREET SE,20032,Congress Heights,Cluster 39,Ward 8,5661,1.9606076664900196,62.0
"38.8280247,-77.01040188",38.8280247,-77.01040188,111 DANBURY STREET SW,20032,Congress Heights,Cluster 39,Ward 8,5661,1.9606076664900196,64.0
"38.82388423,-76.99872427",38.82388423,-76.99872427,620 GALVESTON STREET SE,20032,Congress Heights,Cluster 39,Ward 8,5661,1.9606076664900196,68.0
"38.83948654,-76.99538503",38.83948654,-76.99538503,724 UPSAL STREET SE,20032,Congress Heights,Cluster 39,Ward 8,5661,1.9606076664900196,66.0
"38.82947868,-77.00079236",38.82947868,-77.00079236,4135 4TH STREET SE,20032,Congress Heights,Cluster 39,Ward 8,5661,1.9606076664900196,64.0
"38.83121673,-77.01076088",38.83121673,-77.01076088,4017 MARTIN LUTHER KING JR AVENUE SW,20032,Congress Heights,Cluster 39,Ward 8,5661,1.9606076664900196,71.0
"38.82806944,-77.00337009999998",38.82806944,-77.00337009999998,4200 LIVINGSTON ROAD SE,20032,Congress Heights,Cluster 39,Ward 8,5661,1.9606076664900196,58.0
"38.82531503,-76.99732987",38.82531503,-76.99732987,703 BONINI ROAD SE,20032,Congress Heights,Cluster 39,Ward 8,5661,1.9606076664900196,71.0
"38.84239592,-76.98996382",38.84239592,-76.98996382,3312 12TH STREET SE,20032,Congress Heights,Cluster 39,Ward 8,5661,1.9606076664900196,74.0
"38.84146943,-76.98921903",38.84146943,-76.98921903,1217 CONGRESS STREET SE,20032,Congress Heights,Cluster 39,Ward 8,5661,1.9606076664900196,69.0
"38.84116154,-76.99053025",38.84116154,-76.99053025,1113 CONGRESS STREET SE,20032,Congress Heights,Cluster 39,Ward 8,5661,1.9606076664900196,68.0
"38.82652557,-77.00309144",38.82652557,-77.00309144,4342 LIVINGSTON ROAD SE,20032,Congress Heights,Cluster 39,Ward 8,5661,1.9606076664900196,59.0
"38.83514585,-77.0073498",38.83514585,-77.0073498,3802 SOUTH CAPITOL STREET SE,20032,Congress Heights,Cluster 39,Ward 8,5661,1.9606076664900196,66.0
"38.83024313,-77.00172109",38.83024313,-77.00172109,4014 3RD STREET SE,20032,Congress Heights,Cluster 39,Ward 8,5661,1.9606076664900196,63.0
"38.82459726,-76.99887799",38.82459726,-76.99887799,608 GALVESTON PLACE SE,20032,Congress Heights,Cluster 39,Ward 8,5661,1.9606076664900196,69.0
"38.84144137,-77.00034406",38.84144137,-77.00034406,3310 4TH STREET SE,20032,Congress Heights,Cluster 39,Ward 8,5661,1.9606076664900196,79.0
"38.84050653,-76.9970509",38.84050653,-76.9970509,3327 7TH STREET SE,20032,Congress Heights,Cluster 39,Ward 8,5661,1.9606076664900196,62.0
"38.83320209,-76.99247383",38.83320209,-76.99247383,850 XENIA STREET SE,20032,Congress Heights,Cluster 39,Ward 8,5661,1.9606076664900196,74.0
"38.84228591,-77.00029938",38.84228591,-77.00029938,3218 4TH STREET SE,20032,Congress Heights,Cluster 39,Ward 8,5661,1.9606076664900196,81.0
"38.83903245,-76.99632219",38.83903245,-76.99632219,3506 7TH STREET SE,20032,Congress Heights,Cluster 39,Ward 8,5661,1.9606076664900196,63.0
"38.83663105,-77.00411779",38.83663105,-77.00411779,3736 HORNER PLACE SE,20032,Congress Heights,Cluster 39,Ward 8,5661,1.9606076664900196,63.0
"38.84390936,-76.99423813",38.84390936,-76.99423813,806 ALABAMA AVENUE SE,20032,Congress Heights,Cluster 39,Ward 8,5661,1.9606076664900196,78.0
"38.83129844,-77.01068234",38.83129844,-77.01068234,4013 MARTIN LUTHER KING JR AVENUE SW,20032,Congress Heights,Cluster 39,Ward 8,5661,1.9606076664900196,72.0
"38.83515814,-76.98862671",38.83515814,-76.98862671,1109 WAHLER PLACE SE,20032,Congress Heights,Cluster 39,Ward 8,5661,1.9606076664900196,71.0
"38.83451692,-76.99514705",38.83451692,-76.99514705,3826 8TH STREET SE,20032,Congress Heights,Cluster 39,Ward 8,5661,1.9606076664900196,66.0
"38.8301262,-77.01220090000002",38.8301262,-77.01220090000002,86 BRANDYWINE PLACE SW,20032,Congress Heights,Cluster 39,Ward 8,5661,1.9606076664900196,65.0
"38.83787952,-76.99986063",38.83787952,-76.99986063,419 WOODCREST DRIVE SE,20032,Congress Heights,Cluster 39,Ward 8,5661,1.9606076664900196,64.0
"38.83077975,-76.99752292",38.83077975,-76.99752292,623 ATLANTIC STREET SE,20032,Congress Heights,Cluster 39,Ward 8,5661,1.9606076664900196,61.0
"38.84552493,-76.99616888",38.84552493,-76.99616888,2913 7TH STREET SE,20032,Congress Heights,Cluster 39,Ward 8,5661,1.9606076664900196,75.0
"38.84025312,-76.99002736",38.84025312,-76.99002736,1141 TRENTON PLACE SE,20032,Congress Heights,Cluster 39,Ward 8,5661,1.9606076664900196,67.0
"38.82941616,-76.99932604",38.82941616,-76.99932604,500 CHESAPEAKE STREET SE,20032,Congress Heights,Cluster 39,Ward 8,5661,1.9606076664900196,70.0
"38.83468033,-76.98857081",38.83468033,-76.98857081,1056 BARNABY TERRACE SE,20032,Congress Heights,Cluster 39,Ward 8,5661,1.9606076664900196,72.0
"38.82818711,-77.00832903",38.82818711,-77.00832903,15 DANBURY STREET SW,20032,Congress Heights,Cluster 39,Ward 8,5661,1.9606076664900196,63.0
"38.82806507,-77.00924321",38.82806507,-77.00924321,65 DANBURY STREET SW,20032,Congress Heights,Cluster 39,Ward 8,5661,1.9606076664900196,66.0
"38.84820869,-77.00034882",38.84820869,-77.00034882,439 LEBAUM STREET SE,20032,Congress Heights,Cluster 39,Ward 8,5661,1.9606076664900196,68.0
"38.83389834,-76.9957733",38.83389834,-76.9957733,637 CONDON TERRACE SE,20032,Congress Heights,Cluster 39,Ward 8,5661,1.9606076664900196,55.0
"38.84655591,-77.00014123",38.84655591,-77.00014123,2916 5TH STREET SE,20032,Congress Heights,Cluster 39,Ward 8,5661,1.9606076664900196,72.0
"38.82615824,-76.99837125",38.82615824,-76.99837125,601 DARRINGTON STREET SE,20032,Congress Heights,Cluster 39,Ward 8,5661,1.9606076664900196,70.0
"38.84156035,-76.99179496",38.84156035,-76.99179496,3334 10TH PLACE SE,20032,Congress Heights,Cluster 39,Ward 8,5661,1.9606076664900196,69.0
"38.84173117,-76.99923941",38.84173117,-76.99923941,3300 5TH STREET SE,20032,Congress Heights,Cluster 39,Ward 8,5661,1.9606076664900196,80.0
"38.83198189,-77.00995605",38.83198189,-77.00995605,3965 MARTIN LUTHER KING JR AVENUE SW,20032,Congress Heights,Cluster 39,Ward 8,5661,1.9606076664900196,72.0
"38.8324729,-77.01131401",38.8324729,-77.01131401,3964 2ND STREET SW,20032,Congress Heights,Cluster 39,Ward 8,5661,1.9606076664900196,69.0
"38.83812779,-77.00032493",38.83812779,-77.00032493,3700 4TH STREET SE,20032,Congress Heights,Cluster 39,Ward 8,5661,1.9606076664900196,65.0
"38.8338219,-76.9972654",38.8338219,-76.9972654,547 FOXHALL PLACE SE,20032,Congress Heights,Cluster 39,Ward 8,5661,1.9606076664900196,49.0
"38.83077121,-76.99877758",38.83077121,-76.99877758,447 ATLANTIC STREET SE,20032,Congress Heights,Cluster 39,Ward 8,5661,1.9606076664900196,62.0
"38.83125398,-77.00003801",38.83125398,-77.00003801,403 CONDON TERRACE SE,20032,Congress Heights,Cluster 39,Ward 8,5661,1.9606076664900196,63.0
"38.83225466,-77.00407779999998",38.83225466,-77.00407779999998,136 YUMA STREET SE,20032,Congress Heights,Cluster 39,Ward 8,5661,1.9606076664900196,63.0
"38.84719149,-76.99632281",38.84719149,-76.99632281,2737 MARTIN LUTHER KING JR AVENUE SE,20032,Congress Heights,Cluster 39,Ward 8,5661,1.9606076664900196,77.0
"38.83556801,-76.98940824",38.83556801,-76.98940824,4012 BLAKNEY LANE SE,20032,Congress Heights,Cluster 39,Ward 8,5661,1.9606076664900196,72.0
"38.84017018,-76.99037051",38.84017018,-76.99037051,1129 TRENTON PLACE SE,20032,Congress Heights,Cluster 39,Ward 8,5661,1.9606076664900196,67.0
"38.84274393,-76.99250554",38.84274393,-76.99250554,910 SAVANNAH STREET SE,20032,Congress Heights,Cluster 39,Ward 8,5661,1.9606076664900196,76.0
"38.82298717,-77.00143521",38.82298717,-77.00143521,4628 LIVINGSTON ROAD SE,20032,Congress Heights,Cluster 39,Ward 8,5661,1.9606076664900196,76.0
"38.94315941,-77.03774574",38.94315941,-77.03774574,1609 VARNUM STREET NW,20011,Crestwood,Cluster 18,Ward 4,793,0.3026481715006305,69.0
"38.94274673,-77.04021184",38.94274673,-77.04021184,1722 VARNUM STREET NW,20011,Crestwood,Cluster 18,Ward 4,793,0.3026481715006305,66.0
"38.94528858,-77.03726618",38.94528858,-77.03726618,1603 ALLISON STREET NW,20011,Crestwood,Cluster 18,Ward 4,793,0.3026481715006305,71.0
"38.94272534,-77.03789835",38.94272534,-77.03789835,1608 VARNUM STREET NW,20011,Crestwood,Cluster 18,Ward 4,793,0.3026481715006305,69.0
"38.94995731,-77.03890181",38.94995731,-77.03890181,4821 COLORADO AVENUE NW,20011,Crestwood,Cluster 18,Ward 4,793,0.3026481715006305,61.0
"38.94421862,-77.03769081",38.94421862,-77.03769081,1623 WEBSTER STREET NW,20011,Crestwood,Cluster 18,Ward 4,793,0.3026481715006305,70.0
"38.93816901,-77.04483731",38.93816901,-77.04483731,1907 QUINCY STREET NW,20011,Crestwood,Cluster 18,Ward 4,793,0.3026481715006305,50.0
"38.94099086,-77.04388792",38.94099086,-77.04388792,4100 ARGYLE TERRACE NW,20011,Crestwood,Cluster 18,Ward 4,793,0.3026481715006305,57.0
"38.94069366,-77.04391899999997",38.94069366,-77.04391899999997,4028 ARGYLE TERRACE NW,20011,Crestwood,Cluster 18,Ward 4,793,0.3026481715006305,57.0
"38.94000531,-77.03945016",38.94000531,-77.03945016,1731 SHEPHERD STREET NW,20011,Crestwood,Cluster 18,Ward 4,793,0.3026481715006305,62.0
"38.94261966,-77.03679346",38.94261966,-77.03679346,4218 16TH STREET NW,20011,Crestwood,Cluster 18,Ward 4,793,0.3026481715006305,70.0
"38.94744615,-77.04154619",38.94744615,-77.04154619,4620 BLAGDEN TERRACE NW,20011,Crestwood,Cluster 18,Ward 4,793,0.3026481715006305,60.0
"38.94844792,-77.0384993",38.94844792,-77.0384993,1625 DECATUR STREET NW,20011,Crestwood,Cluster 18,Ward 4,793,0.3026481715006305,69.0
"38.94000014,-77.03930182",38.94000014,-77.03930182,1727 SHEPHERD STREET NW,20011,Crestwood,Cluster 18,Ward 4,793,0.3026481715006305,62.0
"38.94710709,-77.03722745",38.94710709,-77.03722745,1602 CRITTENDEN STREET NW,20011,Crestwood,Cluster 18,Ward 4,793,0.3026481715006305,70.0
"38.94062697,-77.04024306",38.94062697,-77.04024306,1740 TAYLOR STREET NW,20011,Crestwood,Cluster 18,Ward 4,793,0.3026481715006305,64.0
"38.9381709,-77.04243585",38.9381709,-77.04243585,1811 QUINCY STREET NW,20011,Crestwood,Cluster 18,Ward 4,793,0.3026481715006305,50.0
"38.94246068,-77.04381465",38.94246068,-77.04381465,4214 ARGYLE TERRACE NW,20011,Crestwood,Cluster 18,Ward 4,793,0.3026481715006305,57.0
"38.94569819,-77.04179342",38.94569819,-77.04179342,4519 BLAGDEN AVENUE NW,20011,Crestwood,Cluster 18,Ward 4,793,0.3026481715006305,59.0
"38.94464408,-77.0429175",38.94464408,-77.0429175,4335 BLAGDEN AVENUE NW,20011,Crestwood,Cluster 18,Ward 4,793,0.3026481715006305,60.0
"38.94419368,-77.04502924",38.94419368,-77.04502924,4239 COLORADO AVENUE NW,20011,Crestwood,Cluster 18,Ward 4,793,0.3026481715006305,49.0
"38.94103315,-77.03783758",38.94103315,-77.03783758,1617 TAYLOR STREET NW,20011,Crestwood,Cluster 18,Ward 4,793,0.3026481715006305,68.0
"38.94707759,-77.03903578",38.94707759,-77.03903578,4704 17TH STREET NW,20011,Crestwood,Cluster 18,Ward 4,793,0.3026481715006305,68.0
"38.94380378,-77.04041303",38.94380378,-77.04041303,1734 WEBSTER STREET NW,20011,Crestwood,Cluster 18,Ward 4,793,0.3026481715006305,66.0
"38.94377774,-77.03774687",38.94377774,-77.03774687,1614 WEBSTER STREET NW,20011,Crestwood,Cluster 18,Ward 4,793,0.3026481715006305,70.0
"38.9427384,-77.04234917",38.9427384,-77.04234917,1826 VARNUM STREET NW,20011,Crestwood,Cluster 18,Ward 4,793,0.3026481715006305,58.0
"38.94207215,-77.03676642",38.94207215,-77.03676642,4200 16TH STREET NW,20011,Crestwood,Cluster 18,Ward 4,793,0.3026481715006305,75.0
"38.94057176,-77.04202987",38.94057176,-77.04202987,1808 TAYLOR STREET NW,20011,Crestwood,Cluster 18,Ward 4,793,0.3026481715006305,58.0
"38.94015666,-77.03780274",38.94015666,-77.03780274,4001 17TH STREET NW,20011,Crestwood,Cluster 18,Ward 4,793,0.3026481715006305,68.0
"38.94597368,-77.03693189",38.94597368,-77.03693189,1600 BUCHANAN STREET NW,20011,Crestwood,Cluster 18,Ward 4,793,0.3026481715006305,72.0
"38.94864806,-77.04019752",38.94864806,-77.04019752,4716 BLAGDEN TERRACE NW,20011,Crestwood,Cluster 18,Ward 4,793,0.3026481715006305,61.0
"38.94272576,-77.03826805",38.94272576,-77.03826805,1614 VARNUM STREET NW,20011,Crestwood,Cluster 18,Ward 4,793,0.3026481715006305,68.0
"38.94038021,-77.03845596",38.94038021,-77.03845596,4020 17TH STREET NW,20011,Crestwood,Cluster 18,Ward 4,793,0.3026481715006305,63.0
"38.94204443,-77.04100770000002",38.94204443,-77.04100770000002,1755 UPSHUR STREET NW,20011,Crestwood,Cluster 18,Ward 4,793,0.3026481715006305,65.0
"38.94553402,-77.04360994",38.94553402,-77.04360994,4421 COLORADO AVENUE NW,20011,Crestwood,Cluster 18,Ward 4,793,0.3026481715006305,49.0
"38.9452828,-77.03951537",38.9452828,-77.03951537,1703 ALLISON STREET NW,20011,Crestwood,Cluster 18,Ward 4,793,0.3026481715006305,68.0
"38.94847618,-77.03690135",38.94847618,-77.03690135,4800 16TH STREET NW,20011,Crestwood,Cluster 18,Ward 4,793,0.3026481715006305,71.0
"38.94108419,-77.04733574",38.94108419,-77.04733574,1985 UPSHUR STREET NW,20011,Crestwood,Cluster 18,Ward 4,793,0.3026481715006305,49.0
"38.94421586,-77.03730253",38.94421586,-77.03730253,1613 WEBSTER STREET NW,20011,Crestwood,Cluster 18,Ward 4,793,0.3026481715006305,70.0
"38.94505738,-77.0441239",38.94505738,-77.0441239,4405 COLORADO AVENUE NW,20011,Crestwood,Cluster 18,Ward 4,793,0.3026481715006305,49.0
"38.94699051,-77.04205165",38.94699051,-77.04205165,4606 BLAGDEN TERRACE NW,20011,Crestwood,Cluster 18,Ward 4,793,0.3026481715006305,54.0
"38.94602097,-77.0432208",38.94602097,-77.0432208,4505 COLORADO AVENUE NW,20011,Crestwood,Cluster 18,Ward 4,793,0.3026481715006305,49.0
"38.94050243,-77.04645641",38.94050243,-77.04645641,1980 UPSHUR STREET NW,20011,Crestwood,Cluster 18,Ward 4,793,0.3026481715006305,49.0
"38.94790265,-77.04141887",38.94790265,-77.04141887,4615 COLORADO AVENUE NW,20011,Crestwood,Cluster 18,Ward 4,793,0.3026481715006305,60.0
"38.94750817,-77.03740946",38.94750817,-77.03740946,1605 CRITTENDEN STREET NW,20011,Crestwood,Cluster 18,Ward 4,793,0.3026481715006305,70.0
"38.94429732,-77.04099031",38.94429732,-77.04099031,4405 18TH STREET NW,20011,Crestwood,Cluster 18,Ward 4,793,0.3026481715006305,63.0
"38.94144813,-77.03820923",38.94144813,-77.03820923,4115 17TH STREET NW,20011,Crestwood,Cluster 18,Ward 4,793,0.3026481715006305,68.0
"38.94474603,-77.04442824",38.94474603,-77.04442824,4395 COLORADO AVENUE NW,20011,Crestwood,Cluster 18,Ward 4,793,0.3026481715006305,49.0
"38.94067159,-77.04739083",38.94067159,-77.04739083,1984 UPSHUR STREET NW,20011,Crestwood,Cluster 18,Ward 4,793,0.3026481715006305,49.0
"38.94325166,-77.04318197",38.94325166,-77.04318197,4300 ARGYLE TERRACE NW,20011,Crestwood,Cluster 18,Ward 4,793,0.3026481715006305,60.0
"38.94692536,-77.04031294",38.94692536,-77.04031294,4633 BLAGDEN AVENUE NW,20011,Crestwood,Cluster 18,Ward 4,793,0.3026481715006305,63.0
"38.94037876,-77.04708059",38.94037876,-77.04708059,1982 SHEPHERD STREET NW,20011,Crestwood,Cluster 18,Ward 4,793,0.3026481715006305,49.0
