coordinates,LATITUDE,LONGITUDE,FULLADDRESS,ZIPCODE,ASSESSMENT_NBHD,CLUSTER_,WARD,Units,Residential,mobilityscore
"38.92380099,-77.09129722",38.92380099,-77.09129722,4521 FOXHALL CRESCENT NW,20007,Berkley,Cluster 13,Ward 3,811,0.3477188655980271,49.0
"38.91246394,-77.08628655",38.91246394,-77.08628655,4602 KENMORE DRIVE NW,20007,Berkley,Cluster 13,Ward 3,811,0.3477188655980271,54.0
"38.91820185,-77.08921987",38.91820185,-77.08921987,,20007,Berkley,Cluster 13,Ward 3,811,0.3477188655980271,49.0
"38.91985978,-77.08665793",38.91985978,-77.08665793,2206 FOXBORO PLACE NW,20007,Berkley,Cluster 13,Ward 3,811,0.3477188655980271,49.0
"38.91186502,-77.08707633",38.91186502,-77.08707633,4519 SALEM LANE NW,20007,Berkley,Cluster 13,Ward 3,811,0.3477188655980271,54.0
"38.92238867,-77.09244606",38.92238867,-77.09244606,4612 FOXHALL CRESCENT NW,20007,Berkley,Cluster 13,Ward 3,811,0.3477188655980271,49.0
"38.91395366,-77.09159617",38.91395366,-77.09159617,4727 MACARTHUR BOULEVARD NW,20007,Berkley,Cluster 13,Ward 3,811,0.3477188655980271,55.0
"38.92335905,-77.09371595",38.92335905,-77.09371595,4805 FOXHALL CRESCENT NW,20007,Berkley,Cluster 13,Ward 3,811,0.3477188655980271,49.0
"38.91563439,-77.0847342",38.91563439,-77.0847342,1951 FOXVIEW CIRCLE NW,20007,Berkley,Cluster 13,Ward 3,811,0.3477188655980271,53.0
"38.91146585,-77.08852448",38.91146585,-77.08852448,4622 CHARLESTON TERRACE NW,20007,Berkley,Cluster 13,Ward 3,811,0.3477188655980271,53.0
"38.91996033,-77.09771427",38.91996033,-77.09771427,4922 ASHBY STREET NW,20007,Berkley,Cluster 13,Ward 3,811,0.3477188655980271,55.0
"38.91205425,-77.0897436",38.91205425,-77.0897436,4619 MACARTHUR BOULEVARD NW,20007,Berkley,Cluster 13,Ward 3,811,0.3477188655980271,55.0
"38.91801982,-77.0939015",38.91801982,-77.0939015,4709 BERKELEY TERRACE NW,20007,Berkley,Cluster 13,Ward 3,811,0.3477188655980271,54.0
"38.91736936,-77.09204646",38.91736936,-77.09204646,,20007,Berkley,Cluster 13,Ward 3,811,0.3477188655980271,51.0
"38.91239284,-77.090367",38.91239284,-77.090367,4627 1/2 MACARTHUR BOULEVARD NW,20007,Berkley,Cluster 13,Ward 3,811,0.3477188655980271,55.0
"38.92044047,-77.09409796",38.92044047,-77.09409796,2231 48TH STREET NW,20007,Berkley,Cluster 13,Ward 3,811,0.3477188655980271,54.0
"38.91853982,-77.08734036",38.91853982,-77.08734036,2100 DUNMORE LANE NW,20007,Berkley,Cluster 13,Ward 3,811,0.3477188655980271,49.0
"38.91287942,-77.08429082",38.91287942,-77.08429082,4430 HADFIELD LANE NW,20007,Berkley,Cluster 13,Ward 3,811,0.3477188655980271,54.0
"38.91706637,-77.09413467",38.91706637,-77.09413467,2001 48TH STREET NW,20007,Berkley,Cluster 13,Ward 3,811,0.3477188655980271,55.0
"38.92520128,-77.0920606",38.92520128,-77.0920606,4801 DEXTER TERRACE NW,20007,Berkley,Cluster 13,Ward 3,811,0.3477188655980271,49.0
"38.92251568,-77.09580798",38.92251568,-77.09580798,2366 KING PLACE NW,20007,Berkley,Cluster 13,Ward 3,811,0.3477188655980271,51.0
"38.91169022,-77.08951761",38.91169022,-77.08951761,4613 1/2 MACARTHUR BOULEVARD NW,20007,Berkley,Cluster 13,Ward 3,811,0.3477188655980271,55.0
"38.9168096,-77.0946124",38.9168096,-77.0946124,4806 U STREET NW,20007,Berkley,Cluster 13,Ward 3,811,0.3477188655980271,55.0
"38.91343267,-77.08824846",38.91343267,-77.08824846,4636 RESERVOIR ROAD NW,20007,Berkley,Cluster 13,Ward 3,811,0.3477188655980271,54.0
"38.92043205,-77.09347697",38.92043205,-77.09347697,2230 47TH STREET NW,20007,Berkley,Cluster 13,Ward 3,811,0.3477188655980271,53.0
"38.83847828,-77.02067746",38.83847828,-77.02067746,346 CHANDLER STREET SW,20032,Bolling Air Force Base,,Ward 8,2169,0.004610419548178884,49.0
"38.84444058,-77.02033569",38.84444058,-77.02033569,5546 C BUTLER STREET SW,20032,Bolling Air Force Base,,Ward 8,2169,0.004610419548178884,49.0
"38.84606967,-77.01923846",38.84606967,-77.01923846,5504 D LORING WAY SW,20032,Bolling Air Force Base,,Ward 8,2169,0.004610419548178884,49.0
"38.83613937,-77.02189814",38.83613937,-77.02189814,3419 G LACKLAND WAY SW,20032,Bolling Air Force Base,,Ward 8,2169,0.004610419548178884,49.0
"38.83954699,-77.01830498",38.83954699,-77.01830498,3141 CHANDLER STREET SW,20032,Bolling Air Force Base,,Ward 8,2169,0.004610419548178884,49.0
"38.83568684,-77.0221036",38.83568684,-77.0221036,3427 D LACKLAND WAY SW,20032,Bolling Air Force Base,,Ward 8,2169,0.004610419548178884,49.0
"38.84513945,-77.01573518",38.84513945,-77.01573518,5523 C CHIEF ANDERSON COURT SW,20032,Bolling Air Force Base,,Ward 8,2169,0.004610419548178884,49.0
"38.85692945,-77.01331763",38.85692945,-77.01331763,2812 ROBBINS ROAD SW,20373,Bolling Air Force Base,,Ward 8,2169,0.004610419548178884,49.0
"38.83633572,-77.02257891",38.83633572,-77.02257891,3418 E LACKLAND WAY SW,20032,Bolling Air Force Base,,Ward 8,2169,0.004610419548178884,49.0
"38.84553075,-77.01781037",38.84553075,-77.01781037,5511 B SOUTHALL DRIVE SW,20032,Bolling Air Force Base,,Ward 8,2169,0.004610419548178884,49.0
"38.84031671,-77.01486147",38.84031671,-77.01486147,1310 MCCHORD STREET SW,20032,Bolling Air Force Base,,Ward 8,2169,0.004610419548178884,49.0
"38.83529744,-77.01706757",38.83529744,-77.01706757,167 CLAGETT STREET SW,20032,Bolling Air Force Base,,Ward 8,2169,0.004610419548178884,49.0
"38.83649203,-77.02200099",38.83649203,-77.02200099,3453 F MARCH CIRCLE SW,20032,Bolling Air Force Base,,Ward 8,2169,0.004610419548178884,49.0
"38.82649735,-77.02582709",38.82649735,-77.02582709,,20375,Bolling Air Force Base,,Ward 8,2169,0.004610419548178884,49.0
"38.82906274,-77.02258318",38.82906274,-77.02258318,401 MCGUIRE AVENUE SW,20032,Bolling Air Force Base,,Ward 8,2169,0.004610419548178884,49.0
"38.83217393,-77.02045013",38.83217393,-77.02045013,1588 D EGLIN WAY SW,20032,Bolling Air Force Base,,Ward 8,2169,0.004610419548178884,49.0
"38.8454905,-77.01764471",38.8454905,-77.01764471,5511 D SOUTHALL DRIVE SW,20032,Bolling Air Force Base,,Ward 8,2169,0.004610419548178884,49.0
"38.86065349,-77.00905248",38.86065349,-77.00905248,2741 DEFENSE BOULEVARD SW,20373,Bolling Air Force Base,,Ward 8,2169,0.004610419548178884,55.0
"38.84678631,-77.01804338",38.84678631,-77.01804338,,20032,Bolling Air Force Base,,Ward 8,2169,0.004610419548178884,49.0
"38.84338826,-77.01842495",38.84338826,-77.01842495,5499 F LANGLEY WAY SW,20032,Bolling Air Force Base,,Ward 8,2169,0.004610419548178884,49.0
"38.83581462,-77.01506762",38.83581462,-77.01506762,113 GARRISON STREET SW,20032,Bolling Air Force Base,,Ward 8,2169,0.004610419548178884,49.0
"38.83435423,-77.01779664",38.83435423,-77.01779664,8636 B TYNDALL STREET SW,20032,Bolling Air Force Base,,Ward 8,2169,0.004610419548178884,49.0
"38.83668523,-77.01970057",38.83668523,-77.01970057,3555 B ANDREWS PLACE SW,20032,Bolling Air Force Base,,Ward 8,2169,0.004610419548178884,49.0
"38.83483026,-77.01939806",38.83483026,-77.01939806,280 ANGELL STREET SW,20032,Bolling Air Force Base,,Ward 8,2169,0.004610419548178884,49.0
"38.84571483,-77.01870916",38.84571483,-77.01870916,5508 B SOUTHALL DRIVE SW,20032,Bolling Air Force Base,,Ward 8,2169,0.004610419548178884,49.0
"38.8259037,-77.02495970000003",38.8259037,-77.02495970000003,,20375,Bolling Air Force Base,,Ward 8,2169,0.004610419548178884,49.0
"38.84284972,-77.02019632",38.84284972,-77.02019632,5487 D EAKER LANE SW,20032,Bolling Air Force Base,,Ward 8,2169,0.004610419548178884,49.0
"38.84101307,-77.00966566",38.84101307,-77.00966566,,20032,Bolling Air Force Base,,Ward 8,2169,0.004610419548178884,50.0
"38.83869514,-77.02150949",38.83869514,-77.02150949,3166 KELLY STREET SW,20032,Bolling Air Force Base,,Ward 8,2169,0.004610419548178884,49.0
"38.83501344,-77.01548301",38.83501344,-77.01548301,135 GARRISON STREET SW,20032,Bolling Air Force Base,,Ward 8,2169,0.004610419548178884,49.0
"38.83558920000001,-77.02157283",38.83558920000001,-77.02157283,3428 B LACKLAND WAY SW,20032,Bolling Air Force Base,,Ward 8,2169,0.004610419548178884,49.0
"38.83670047,-77.02113951",38.83670047,-77.02113951,3461 D MARCH CIRCLE SW,20032,Bolling Air Force Base,,Ward 8,2169,0.004610419548178884,49.0
"38.83543303,-77.01984753",38.83543303,-77.01984753,8602 A HARTZ DRIVE SW,20032,Bolling Air Force Base,,Ward 8,2169,0.004610419548178884,49.0
"38.83353205,-77.01705989",38.83353205,-77.01705989,216 REINBURG STREET SW,20032,Bolling Air Force Base,,Ward 8,2169,0.004610419548178884,52.0
"38.83680560000001,-77.02064726",38.83680560000001,-77.02064726,3542 H ANDREWS CIRCLE SW,20032,Bolling Air Force Base,,Ward 8,2169,0.004610419548178884,49.0
"38.83714872,-77.01963423",38.83714872,-77.01963423,3557 F ANDREWS PLACE SW,20032,Bolling Air Force Base,,Ward 8,2169,0.004610419548178884,49.0
"38.83327678,-77.02027803",38.83327678,-77.02027803,8612 A HARTZ DRIVE SW,20032,Bolling Air Force Base,,Ward 8,2169,0.004610419548178884,49.0
"38.83580534,-77.02239423",38.83580534,-77.02239423,3427 H LACKLAND WAY SW,20032,Bolling Air Force Base,,Ward 8,2169,0.004610419548178884,49.0
"38.85904056,-77.01174003",38.85904056,-77.01174003,2770 ENTERPRISE WAY SW,20373,Bolling Air Force Base,,Ward 8,2169,0.004610419548178884,49.0
"38.82447237,-77.02262549",38.82447237,-77.02262549,,20375,Bolling Air Force Base,,Ward 8,2169,0.004610419548178884,54.0
"38.86006096,-77.00957607",38.86006096,-77.00957607,,20373,Bolling Air Force Base,,Ward 8,2169,0.004610419548178884,54.0
"38.83719532,-77.02001791",38.83719532,-77.02001791,8002 MITCHELL LOOP SW,20032,Bolling Air Force Base,,Ward 8,2169,0.004610419548178884,49.0
"38.85848679,-77.00607724",38.85848679,-77.00607724,2766 MITSCHER ROAD SW,20373,Bolling Air Force Base,,Ward 8,2169,0.004610419548178884,62.0
"38.83758747,-77.02146182",38.83758747,-77.02146182,3458 A MARCH CIRCLE SW,20032,Bolling Air Force Base,,Ward 8,2169,0.004610419548178884,49.0
"38.8354859,-77.0170015",38.8354859,-77.0170015,164 CLAGETT STREET SW,20032,Bolling Air Force Base,,Ward 8,2169,0.004610419548178884,49.0
"38.83211968,-77.02298863",38.83211968,-77.02298863,1482 H EDWARDS LANE SW,20032,Bolling Air Force Base,,Ward 8,2169,0.004610419548178884,49.0
"38.83844437,-77.01985067",38.83844437,-77.01985067,3164 SCOTT DRIVE SW,20032,Bolling Air Force Base,,Ward 8,2169,0.004610419548178884,49.0
"38.84591297,-77.01954748",38.84591297,-77.01954748,5506 A SOUTHALL DRIVE SW,20032,Bolling Air Force Base,,Ward 8,2169,0.004610419548178884,49.0
"38.8456204,-77.01705426",38.8456204,-77.01705426,5515 B PATRICK CIRCLE SW,20032,Bolling Air Force Base,,Ward 8,2169,0.004610419548178884,49.0
"38.83502046,-77.01556433",38.83502046,-77.01556433,134 GARRISON STREET SW,20032,Bolling Air Force Base,,Ward 8,2169,0.004610419548178884,49.0
"38.85707635,-77.01347976",38.85707635,-77.01347976,2808 ROBBINS ROAD SW,20373,Bolling Air Force Base,,Ward 8,2169,0.004610419548178884,49.0
"38.83739486,-77.01950818",38.83739486,-77.01950818,3561 A ANDREWS CIRCLE SW,20032,Bolling Air Force Base,,Ward 8,2169,0.004610419548178884,49.0
"38.83045248,-77.02299293",38.83045248,-77.02299293,1452 H CHANUTE PLACE SW,20032,Bolling Air Force Base,,Ward 8,2169,0.004610419548178884,49.0
"38.83595815,-77.01556937",38.83595815,-77.01556937,117 GARRISON STREET SW,20032,Bolling Air Force Base,,Ward 8,2169,0.004610419548178884,49.0
"38.82929461,-77.01963968",38.82929461,-77.01963968,17 ARMOR COURT SW,20032,Bolling Air Force Base,,Ward 8,2169,0.004610419548178884,49.0
"38.82490354,-77.02053465",38.82490354,-77.02053465,24 HELM COURT SW,20032,Bolling Air Force Base,,Ward 8,2169,0.004610419548178884,54.0
"38.84531037,-77.01614934",38.84531037,-77.01614934,5520 D PATRICK CIRCLE SW,20032,Bolling Air Force Base,,Ward 8,2169,0.004610419548178884,49.0
"38.82851196,-77.01905269",38.82851196,-77.01905269,7 ARMOR COURT SW,20032,Bolling Air Force Base,,Ward 8,2169,0.004610419548178884,50.0
"38.82961085,-77.02142314",38.82961085,-77.02142314,1521 C EGLIN WAY SW,20032,Bolling Air Force Base,,Ward 8,2169,0.004610419548178884,49.0
"38.82885307,-77.02455166",38.82885307,-77.02455166,1412 E WRIGHT CIRCLE SW,20032,Bolling Air Force Base,,Ward 8,2169,0.004610419548178884,49.0
"38.83204433,-77.02319488",38.83204433,-77.02319488,,20032,Bolling Air Force Base,,Ward 8,2169,0.004610419548178884,49.0
"38.82438244,-77.02496366",38.82438244,-77.02496366,4483 MAGAZINE ROAD SW,20375,Bolling Air Force Base,,Ward 8,2169,0.004610419548178884,54.0
"38.8430135,-77.02014718",38.8430135,-77.02014718,5487 B EAKER LANE SW,20032,Bolling Air Force Base,,Ward 8,2169,0.004610419548178884,49.0
"38.83578967,-77.02232408",38.83578967,-77.02232408,3427 G LACKLAND WAY SW,20032,Bolling Air Force Base,,Ward 8,2169,0.004610419548178884,49.0
"38.83867257,-77.02032103",38.83867257,-77.02032103,3163 SCOTT DRIVE SW,20032,Bolling Air Force Base,,Ward 8,2169,0.004610419548178884,49.0
"38.82368878,-77.02184158",38.82368878,-77.02184158,4474 TAYLOR STREET SW,20375,Bolling Air Force Base,,Ward 8,2169,0.004610419548178884,55.0
"38.82817799,-77.01972805",38.82817799,-77.01972805,1 CARGO COURT SW,20032,Bolling Air Force Base,,Ward 8,2169,0.004610419548178884,49.0
"38.84484694,-77.01576599",38.84484694,-77.01576599,5525 C WASHINGTON COURT SW,20032,Bolling Air Force Base,,Ward 8,2169,0.004610419548178884,49.0
"38.83078832,-77.01662724",38.83078832,-77.01662724,87 WESTOVER AVENUE SW,20032,Bolling Air Force Base,,Ward 8,2169,0.004610419548178884,49.0
"38.84372953,-77.02092803",38.84372953,-77.02092803,5477 C ARNOLD AVENUE SW,20032,Bolling Air Force Base,,Ward 8,2169,0.004610419548178884,49.0
"38.84585607,-77.01934576",38.84585607,-77.01934576,5506 C SOUTHALL DRIVE SW,20032,Bolling Air Force Base,,Ward 8,2169,0.004610419548178884,49.0
"38.83530797,-77.02194085",38.83530797,-77.02194085,3424 C TRAVIS WAY SW,20032,Bolling Air Force Base,,Ward 8,2169,0.004610419548178884,49.0
"38.84474346,-77.02023152",38.84474346,-77.02023152,5545 D KISLING STREET SW,20032,Bolling Air Force Base,,Ward 8,2169,0.004610419548178884,49.0
"38.8342267,-77.01876362",38.8342267,-77.01876362,326 VANDENBERG STREET SW,20032,Bolling Air Force Base,,Ward 8,2169,0.004610419548178884,49.0
"38.83502089,-77.01634316",38.83502089,-77.01634316,150 CLAGETT STREET SW,20032,Bolling Air Force Base,,Ward 8,2169,0.004610419548178884,49.0
"38.91248014,-76.98535721",38.91248014,-76.98535721,1825 CENTRAL PLACE NE,20002,Brentwood,Cluster 23,Ward 5,1492,1.4946380697050938,63.0
"38.92101471,-76.98221587",38.92101471,-76.98221587,2307 15TH STREET NE,20018,Brentwood,Cluster 22,Ward 5,1492,1.4946380697050938,66.0
"38.91934265,-76.98532432",38.91934265,-76.98532432,1328 W STREET NE,20018,Brentwood,Cluster 22,Ward 5,1492,1.4946380697050938,54.0
"38.90791337,-77.00081467",38.90791337,-77.00081467,387 MORSE STREET NE,20002,Brentwood,Cluster 23,Ward 5,1492,1.4946380697050938,70.0
"38.92342100000001,-76.98770679",38.92342100000001,-76.98770679,1289 BRENTWOOD ROAD NE,20018,Brentwood,Cluster 22,Ward 5,1492,1.4946380697050938,74.0
"38.91300866,-76.988927",38.91300866,-76.988927,1135 OKIE STREET NE,20002,Brentwood,Cluster 23,Ward 5,1492,1.4946380697050938,57.0
"38.91147895,-76.98561569",38.91147895,-76.98561569,1834 CAPITOL AVENUE NE,20002,Brentwood,Cluster 23,Ward 5,1492,1.4946380697050938,62.0
"38.90966382,-76.98761393",38.90966382,-76.98761393,1617 CORCORAN STREET NE,20002,Brentwood,Cluster 23,Ward 5,1492,1.4946380697050938,60.0
"38.92330715,-76.98790286",38.92330715,-76.98790286,1287 BRENTWOOD ROAD NE,20018,Brentwood,Cluster 22,Ward 5,1492,1.4946380697050938,74.0
"38.90970096,-76.99921044",38.90970096,-76.99921044,1340 4TH STREET NE,20002,Brentwood,Cluster 23,Ward 5,1492,1.4946380697050938,58.0
"38.91755737,-76.99287924",38.91755737,-76.99287924,925 BRENTWOOD ROAD NE,20018,Brentwood,Cluster 22,Ward 5,1492,1.4946380697050938,55.0
"38.9127057,-76.9841458",38.9127057,-76.9841458,1938 CAPITOL AVENUE NE,20002,Brentwood,Cluster 23,Ward 5,1492,1.4946380697050938,63.0
"38.91482695,-76.98455904",38.91482695,-76.98455904,2003 FENWICK STREET NE,20002,Brentwood,Cluster 23,Ward 5,1492,1.4946380697050938,72.0
"38.92179654,-76.98704919",38.92179654,-76.98704919,1337 SARATOGA AVENUE NE,20018,Brentwood,Cluster 22,Ward 5,1492,1.4946380697050938,72.0
"38.92080558,-76.98191898",38.92080558,-76.98191898,2253 15TH STREET NE,20018,Brentwood,Cluster 22,Ward 5,1492,1.4946380697050938,66.0
"38.91175916,-76.98529394",38.91175916,-76.98529394,1850 CAPITOL AVENUE NE,20002,Brentwood,Cluster 23,Ward 5,1492,1.4946380697050938,62.0
"38.92090870000001,-76.98425871",38.92090870000001,-76.98425871,2344 14TH STREET NE,20018,Brentwood,Cluster 22,Ward 5,1492,1.4946380697050938,68.0
"38.90932747,-76.99860986",38.90932747,-76.99860986,1315 4TH STREET NE,20002,Brentwood,Cluster 23,Ward 5,1492,1.4946380697050938,72.0
"38.92130379,-76.98789501",38.92130379,-76.98789501,1324 BRYANT STREET NE,20018,Brentwood,Cluster 22,Ward 5,1492,1.4946380697050938,68.0
"38.9059389,-76.99357342",38.9059389,-76.99357342,,20002,Brentwood,Cluster 23,Ward 5,1492,1.4946380697050938,80.0
"38.91219525,-76.98430087",38.91219525,-76.98430087,1933 CAPITOL AVENUE NE,20002,Brentwood,Cluster 23,Ward 5,1492,1.4946380697050938,63.0
"38.91200982,-76.98614943",38.91200982,-76.98614943,1833 KENDALL STREET NE,20002,Brentwood,Cluster 23,Ward 5,1492,1.4946380697050938,62.0
"38.9208742,-76.98806656",38.9208742,-76.98806656,1329 BRYANT STREET NE,20018,Brentwood,Cluster 22,Ward 5,1492,1.4946380697050938,68.0
"38.92016374,-76.98379992",38.92016374,-76.98379992,1358 ADAMS STREET NE,20018,Brentwood,Cluster 22,Ward 5,1492,1.4946380697050938,61.0
"38.91048932,-76.98506764",38.91048932,-76.98506764,1803 WEST VIRGINIA AVENUE NE,20002,Brentwood,Cluster 23,Ward 5,1492,1.4946380697050938,65.0
"38.92040912,-76.98442038",38.92040912,-76.98442038,1315 DOWNING PLACE NE,20018,Brentwood,Cluster 22,Ward 5,1492,1.4946380697050938,66.0
"38.91150543,-76.98557556",38.91150543,-76.98557556,1836 CAPITOL AVENUE NE,20002,Brentwood,Cluster 23,Ward 5,1492,1.4946380697050938,62.0
"38.92180972,-76.98726737",38.92180972,-76.98726737,1335 SARATOGA AVENUE NE,20018,Brentwood,Cluster 22,Ward 5,1492,1.4946380697050938,75.0
"38.91024678,-76.98699548",38.91024678,-76.98699548,1717 CAPITOL AVENUE NE,20002,Brentwood,Cluster 23,Ward 5,1492,1.4946380697050938,60.0
"38.90706061,-76.99875864",38.90706061,-76.99875864,507 MORSE STREET NE,20002,Brentwood,Cluster 23,Ward 5,1492,1.4946380697050938,78.0
"38.91244951,-76.9871256",38.91244951,-76.9871256,1859 CORCORAN STREET NE,20002,Brentwood,Cluster 23,Ward 5,1492,1.4946380697050938,62.0
"38.90784164,-76.99951645",38.90784164,-76.99951645,400 MORSE STREET NE,20002,Brentwood,Cluster 23,Ward 5,1492,1.4946380697050938,77.0
"38.91347362,-76.98930835",38.91347362,-76.98930835,2020 FAIRVIEW AVENUE NE,20002,Brentwood,Cluster 23,Ward 5,1492,1.4946380697050938,58.0
"38.92150431,-76.98342611",38.92150431,-76.98342611,2342 15TH STREET NE,20018,Brentwood,Cluster 22,Ward 5,1492,1.4946380697050938,68.0
"38.91972253,-76.98765081",38.91972253,-76.98765081,2226 13TH STREET NE,20018,Brentwood,Cluster 22,Ward 5,1492,1.4946380697050938,67.0
"38.91177757,-76.98705228",38.91177757,-76.98705228,1829 CORCORAN STREET NE,20002,Brentwood,Cluster 23,Ward 5,1492,1.4946380697050938,60.0
"38.91190855,-76.98706759",38.91190855,-76.98706759,1835 CORCORAN STREET NE,20002,Brentwood,Cluster 23,Ward 5,1492,1.4946380697050938,60.0
"38.91980637,-76.98504482",38.91980637,-76.98504482,1333 ADAMS STREET NE,20018,Brentwood,Cluster 22,Ward 5,1492,1.4946380697050938,65.0
"38.91550408,-76.99260836",38.91550408,-76.99260836,1899 9TH STREET NE,20018,Brentwood,Cluster 22,Ward 5,1492,1.4946380697050938,55.0
"38.91078239,-76.98757915",38.91078239,-76.98757915,1720 CORCORAN STREET NE,20002,Brentwood,Cluster 23,Ward 5,1492,1.4946380697050938,60.0
"38.92132807,-76.98317637",38.92132807,-76.98317637,2330 15TH STREET NE,20018,Brentwood,Cluster 22,Ward 5,1492,1.4946380697050938,67.0
"38.91535613,-76.98483889",38.91535613,-76.98483889,2015 FENWICK STREET NE,20002,Brentwood,Cluster 23,Ward 5,1492,1.4946380697050938,70.0
"38.92027279,-76.98705373",38.92027279,-76.98705373,2324 13TH PLACE NE,20018,Brentwood,Cluster 22,Ward 5,1492,1.4946380697050938,67.0
"38.92168003,-76.98203085",38.92168003,-76.98203085,1549 MONTANA AVENUE NE,20018,Brentwood,Cluster 22,Ward 5,1492,1.4946380697050938,67.0
"38.92397337,-76.98600261",38.92397337,-76.98600261,1325 RHODE ISLAND AVENUE NE,20018,Brentwood,Cluster 22,Ward 5,1492,1.4946380697050938,72.0
"38.92130323,-76.98858979",38.92130323,-76.98858979,1302 BRYANT STREET NE,20018,Brentwood,Cluster 22,Ward 5,1492,1.4946380697050938,70.0
"38.92243039,-76.98301478",38.92243039,-76.98301478,1527 DOWNING STREET NE,20018,Brentwood,Cluster 22,Ward 5,1492,1.4946380697050938,68.0
"38.91235947,-76.9857526",38.91235947,-76.9857526,1830 CENTRAL PLACE NE,20002,Brentwood,Cluster 23,Ward 5,1492,1.4946380697050938,63.0
"38.90691305,-76.99837932",38.90691305,-76.99837932,521 MORSE STREET NE,20002,Brentwood,Cluster 23,Ward 5,1492,1.4946380697050938,80.0
"38.92254809,-76.98767131",38.92254809,-76.98767131,1306 SARATOGA AVENUE NE,20018,Brentwood,Cluster 22,Ward 5,1492,1.4946380697050938,73.0
"38.91994779,-76.99004147",38.91994779,-76.99004147,1125 BRENTWOOD ROAD NE,20018,Brentwood,Cluster 22,Ward 5,1492,1.4946380697050938,72.0
"38.92130389,-76.98801194",38.92130389,-76.98801194,1320 BRYANT STREET NE,20018,Brentwood,Cluster 22,Ward 5,1492,1.4946380697050938,68.0
"38.92275085,-76.99046845",38.92275085,-76.99046845,2420 12TH STREET NE,20018,Brentwood,Cluster 22,Ward 5,1492,1.4946380697050938,78.0
"38.92047352,-76.98365075",38.92047352,-76.98365075,2316 14TH STREET NE,20018,Brentwood,Cluster 22,Ward 5,1492,1.4946380697050938,66.0
"38.90748698,-76.99972259999998",38.90748698,-76.99972259999998,409 MORSE STREET NE,20002,Brentwood,Cluster 23,Ward 5,1492,1.4946380697050938,77.0
"38.91293419,-76.98561897",38.91293419,-76.98561897,1837 CENTRAL PLACE NE,20002,Brentwood,Cluster 23,Ward 5,1492,1.4946380697050938,63.0
"38.92229781,-76.98316346",38.92229781,-76.98316346,1519 DOWNING STREET NE,20018,Brentwood,Cluster 22,Ward 5,1492,1.4946380697050938,68.0
"38.92129499,-76.98186235",38.92129499,-76.98186235,1613 MONTANA AVENUE NE,20018,Brentwood,Cluster 22,Ward 5,1492,1.4946380697050938,65.0
"38.9204089,-76.98621422",38.9204089,-76.98621422,1336 DOWNING STREET NE,20018,Brentwood,Cluster 22,Ward 5,1492,1.4946380697050938,66.0
"38.92047778,-76.98670625",38.92047778,-76.98670625,2317 13TH PLACE NE,20018,Brentwood,Cluster 22,Ward 5,1492,1.4946380697050938,67.0
"38.91016956,-76.99789799999998",38.91016956,-76.99789799999998,1345 4TH STREET NE,20002,Brentwood,Cluster 23,Ward 5,1492,1.4946380697050938,65.0
"38.92016059,-76.98448674",38.92016059,-76.98448674,1336 ADAMS STREET NE,20018,Brentwood,Cluster 22,Ward 5,1492,1.4946380697050938,62.0
"38.9198027,-76.98598209",38.9198027,-76.98598209,1303 ADAMS STREET NE,20018,Brentwood,Cluster 22,Ward 5,1492,1.4946380697050938,67.0
"38.91051709,-76.99157868",38.91051709,-76.99157868,,20002,Brentwood,Cluster 23,Ward 5,1492,1.4946380697050938,54.0
"38.91326366,-76.98469359",38.91326366,-76.98469359,1835 PROVIDENCE STREET NE,20002,Brentwood,Cluster 23,Ward 5,1492,1.4946380697050938,63.0
"38.91991382,-76.98720555",38.91991382,-76.98720555,2221 13TH STREET NE,20018,Brentwood,Cluster 22,Ward 5,1492,1.4946380697050938,67.0
"38.91565141,-76.98197552",38.91565141,-76.98197552,1504 OKIE STREET NE,20002,Brentwood,Cluster 23,Ward 5,1492,1.4946380697050938,69.0
"38.92130338,-76.98825295",38.92130338,-76.98825295,1312 BRYANT STREET NE,20018,Brentwood,Cluster 22,Ward 5,1492,1.4946380697050938,68.0
"38.90862005,-76.99980042",38.90862005,-76.99980042,1266 4TH STREET NE,20002,Brentwood,Cluster 23,Ward 5,1492,1.4946380697050938,75.0
"38.92097606,-76.98218232",38.92097606,-76.98218232,2305 15TH STREET NE,20018,Brentwood,Cluster 22,Ward 5,1492,1.4946380697050938,66.0
"38.91567869,-76.98437840000003",38.91567869,-76.98437840000003,1409 NEW YORK AVENUE NE,20002,Brentwood,Cluster 23,Ward 5,1492,1.4946380697050938,75.0
"38.91822241,-76.98352454",38.91822241,-76.98352454,1901 W STREET NE,20018,Brentwood,Cluster 22,Ward 5,1492,1.4946380697050938,49.0
"38.91689046,-76.97917584",38.91689046,-76.97917584,1765 NEW YORK AVENUE NE,20002,Brentwood,Cluster 23,Ward 5,1492,1.4946380697050938,61.0
"38.91319937,-76.98619036",38.91319937,-76.98619036,1864 CENTRAL PLACE NE,20002,Brentwood,Cluster 23,Ward 5,1492,1.4946380697050938,63.0
"38.90817267,-76.99048504",38.90817267,-76.99048504,,20002,Brentwood,Cluster 23,Ward 5,1492,1.4946380697050938,61.0
"38.96249439,-77.02088871",38.96249439,-77.02088871,524 PEABODY STREET NW,20011,Brightwood,Cluster 17,Ward 4,4300,0.9797674418604652,64.0
