LATITUDE,LONGITUDE,FULLADDRESS,ZIPCODE,ASSESSMENT_NBHD,CLUSTER_,WARD,Units,Residential
38.85904056,-77.01174003,2770 ENTERPRISE WAY SW,20373,Bolling Air Force Base,,Ward 8,2169,0.004610419548178884
38.82447237,-77.02262549,,20375,Bolling Air Force Base,,Ward 8,2169,0.004610419548178884
38.86006096,-77.00957607,,20373,Bolling Air Force Base,,Ward 8,2169,0.004610419548178884
38.83719532,-77.02001791,8002 MITCHELL LOOP SW,20032,Bolling Air Force Base,,Ward 8,2169,0.004610419548178884
38.85848679,-77.00607724,2766 MITSCHER ROAD SW,20373,Bolling Air Force Base,,Ward 8,2169,0.004610419548178884
38.83758747,-77.02146182,3458 A MARCH CIRCLE SW,20032,Bolling Air Force Base,,Ward 8,2169,0.004610419548178884
38.8354859,-77.0170015,164 CLAGETT STREET SW,20032,Bolling Air Force Base,,Ward 8,2169,0.004610419548178884
38.83211968,-77.02298863,1482 H EDWARDS LANE SW,20032,Bolling Air Force Base,,Ward 8,2169,0.004610419548178884
38.83844437,-77.01985067,3164 SCOTT DRIVE SW,20032,Bolling Air Force Base,,Ward 8,2169,0.004610419548178884
38.84591297,-77.01954748,5506 A SOUTHALL DRIVE SW,20032,Bolling Air Force Base,,Ward 8,2169,0.004610419548178884
38.845620399999994,-77.01705426,5515 B PATRICK CIRCLE SW,20032,Bolling Air Force Base,,Ward 8,2169,0.004610419548178884
38.83502046,-77.01556433,134 GARRISON STREET SW,20032,Bolling Air Force Base,,Ward 8,2169,0.004610419548178884
38.85707635,-77.01347976,2808 ROBBINS ROAD SW,20373,Bolling Air Force Base,,Ward 8,2169,0.004610419548178884
38.83739486,-77.01950818,3561 A ANDREWS CIRCLE SW,20032,Bolling Air Force Base,,Ward 8,2169,0.004610419548178884
38.83045248,-77.02299293,1452 H CHANUTE PLACE SW,20032,Bolling Air Force Base,,Ward 8,2169,0.004610419548178884
38.83595815,-77.01556937,117 GARRISON STREET SW,20032,Bolling Air Force Base,,Ward 8,2169,0.004610419548178884
38.82929461,-77.01963968,17 ARMOR COURT SW,20032,Bolling Air Force Base,,Ward 8,2169,0.004610419548178884
38.82490354,-77.02053465,24 HELM COURT SW,20032,Bolling Air Force Base,,Ward 8,2169,0.004610419548178884
38.84531037,-77.01614934,5520 D PATRICK CIRCLE SW,20032,Bolling Air Force Base,,Ward 8,2169,0.004610419548178884
38.82851196,-77.01905269,7 ARMOR COURT SW,20032,Bolling Air Force Base,,Ward 8,2169,0.004610419548178884
38.82961085,-77.02142314,1521 C EGLIN WAY SW,20032,Bolling Air Force Base,,Ward 8,2169,0.004610419548178884
38.82885307,-77.02455166,1412 E WRIGHT CIRCLE SW,20032,Bolling Air Force Base,,Ward 8,2169,0.004610419548178884
38.83204433,-77.02319488,,20032,Bolling Air Force Base,,Ward 8,2169,0.004610419548178884
38.82438244,-77.02496366,4483 MAGAZINE ROAD SW,20375,Bolling Air Force Base,,Ward 8,2169,0.004610419548178884
38.8430135,-77.02014718,5487 B EAKER LANE SW,20032,Bolling Air Force Base,,Ward 8,2169,0.004610419548178884
38.83578967,-77.02232408,3427 G LACKLAND WAY SW,20032,Bolling Air Force Base,,Ward 8,2169,0.004610419548178884
38.83867257,-77.02032103,3163 SCOTT DRIVE SW,20032,Bolling Air Force Base,,Ward 8,2169,0.004610419548178884
38.82368878,-77.02184158,4474 TAYLOR STREET SW,20375,Bolling Air Force Base,,Ward 8,2169,0.004610419548178884
38.82817799,-77.01972805,1 CARGO COURT SW,20032,Bolling Air Force Base,,Ward 8,2169,0.004610419548178884
38.84484694,-77.01576599,5525 C WASHINGTON COURT SW,20032,Bolling Air Force Base,,Ward 8,2169,0.004610419548178884
38.83078832,-77.01662724,87 WESTOVER AVENUE SW,20032,Bolling Air Force Base,,Ward 8,2169,0.004610419548178884
38.84372953,-77.02092803,5477 C ARNOLD AVENUE SW,20032,Bolling Air Force Base,,Ward 8,2169,0.004610419548178884
38.84585607,-77.01934576,5506 C SOUTHALL DRIVE SW,20032,Bolling Air Force Base,,Ward 8,2169,0.004610419548178884
38.83530797,-77.02194085,3424 C TRAVIS WAY SW,20032,Bolling Air Force Base,,Ward 8,2169,0.004610419548178884
38.84474346,-77.02023152,5545 D KISLING STREET SW,20032,Bolling Air Force Base,,Ward 8,2169,0.004610419548178884
38.8342267,-77.01876362,326 VANDENBERG STREET SW,20032,Bolling Air Force Base,,Ward 8,2169,0.004610419548178884
38.83502089,-77.01634316,150 CLAGETT STREET SW,20032,Bolling Air Force Base,,Ward 8,2169,0.004610419548178884
38.91248014,-76.98535721,1825 CENTRAL PLACE NE,20002,Brentwood,Cluster 23,Ward 5,1492,1.4946380697050938
38.92101471,-76.98221587,2307 15TH STREET NE,20018,Brentwood,Cluster 22,Ward 5,1492,1.4946380697050938
38.91934265,-76.98532432,1328 W STREET NE,20018,Brentwood,Cluster 22,Ward 5,1492,1.4946380697050938
38.90791337,-77.00081467,387 MORSE STREET NE,20002,Brentwood,Cluster 23,Ward 5,1492,1.4946380697050938
38.923421000000005,-76.98770679,1289 BRENTWOOD ROAD NE,20018,Brentwood,Cluster 22,Ward 5,1492,1.4946380697050938
38.91300866,-76.988927,1135 OKIE STREET NE,20002,Brentwood,Cluster 23,Ward 5,1492,1.4946380697050938
38.91147895,-76.98561569,1834 CAPITOL AVENUE NE,20002,Brentwood,Cluster 23,Ward 5,1492,1.4946380697050938
38.90966382,-76.98761393,1617 CORCORAN STREET NE,20002,Brentwood,Cluster 23,Ward 5,1492,1.4946380697050938
38.92330715,-76.98790286,1287 BRENTWOOD ROAD NE,20018,Brentwood,Cluster 22,Ward 5,1492,1.4946380697050938
38.90970096,-76.99921044,1340 4TH STREET NE,20002,Brentwood,Cluster 23,Ward 5,1492,1.4946380697050938
38.91755737,-76.99287924,925 BRENTWOOD ROAD NE,20018,Brentwood,Cluster 22,Ward 5,1492,1.4946380697050938
38.912705700000004,-76.9841458,1938 CAPITOL AVENUE NE,20002,Brentwood,Cluster 23,Ward 5,1492,1.4946380697050938
38.91482695,-76.98455904,2003 FENWICK STREET NE,20002,Brentwood,Cluster 23,Ward 5,1492,1.4946380697050938
38.92179654,-76.98704919,1337 SARATOGA AVENUE NE,20018,Brentwood,Cluster 22,Ward 5,1492,1.4946380697050938
38.92080558,-76.98191898,2253 15TH STREET NE,20018,Brentwood,Cluster 22,Ward 5,1492,1.4946380697050938
38.91175916,-76.98529394,1850 CAPITOL AVENUE NE,20002,Brentwood,Cluster 23,Ward 5,1492,1.4946380697050938
38.920908700000005,-76.98425871,2344 14TH STREET NE,20018,Brentwood,Cluster 22,Ward 5,1492,1.4946380697050938
38.90932747,-76.99860986,1315 4TH STREET NE,20002,Brentwood,Cluster 23,Ward 5,1492,1.4946380697050938
38.92130379,-76.98789501,1324 BRYANT STREET NE,20018,Brentwood,Cluster 22,Ward 5,1492,1.4946380697050938
38.905938899999995,-76.99357342,,20002,Brentwood,Cluster 23,Ward 5,1492,1.4946380697050938
38.91219525,-76.98430087,1933 CAPITOL AVENUE NE,20002,Brentwood,Cluster 23,Ward 5,1492,1.4946380697050938
38.91200982,-76.98614943,1833 KENDALL STREET NE,20002,Brentwood,Cluster 23,Ward 5,1492,1.4946380697050938
38.9208742,-76.98806656,1329 BRYANT STREET NE,20018,Brentwood,Cluster 22,Ward 5,1492,1.4946380697050938
38.92016374,-76.98379992,1358 ADAMS STREET NE,20018,Brentwood,Cluster 22,Ward 5,1492,1.4946380697050938
38.91048932,-76.98506764,1803 WEST VIRGINIA AVENUE NE,20002,Brentwood,Cluster 23,Ward 5,1492,1.4946380697050938
38.92040912,-76.98442038,1315 DOWNING PLACE NE,20018,Brentwood,Cluster 22,Ward 5,1492,1.4946380697050938
38.91150543,-76.98557556,1836 CAPITOL AVENUE NE,20002,Brentwood,Cluster 23,Ward 5,1492,1.4946380697050938
38.92180972,-76.98726737,1335 SARATOGA AVENUE NE,20018,Brentwood,Cluster 22,Ward 5,1492,1.4946380697050938
38.91024678,-76.98699548,1717 CAPITOL AVENUE NE,20002,Brentwood,Cluster 23,Ward 5,1492,1.4946380697050938
38.90706061,-76.99875864,507 MORSE STREET NE,20002,Brentwood,Cluster 23,Ward 5,1492,1.4946380697050938
38.91244951,-76.9871256,1859 CORCORAN STREET NE,20002,Brentwood,Cluster 23,Ward 5,1492,1.4946380697050938
38.90784164,-76.99951645,400 MORSE STREET NE,20002,Brentwood,Cluster 23,Ward 5,1492,1.4946380697050938
38.91347362,-76.98930835,2020 FAIRVIEW AVENUE NE,20002,Brentwood,Cluster 23,Ward 5,1492,1.4946380697050938
38.92150431,-76.98342611,2342 15TH STREET NE,20018,Brentwood,Cluster 22,Ward 5,1492,1.4946380697050938
38.91972253,-76.98765081,2226 13TH STREET NE,20018,Brentwood,Cluster 22,Ward 5,1492,1.4946380697050938
38.91177757,-76.98705228,1829 CORCORAN STREET NE,20002,Brentwood,Cluster 23,Ward 5,1492,1.4946380697050938
38.91190855,-76.98706759,1835 CORCORAN STREET NE,20002,Brentwood,Cluster 23,Ward 5,1492,1.4946380697050938
38.91980637,-76.98504482,1333 ADAMS STREET NE,20018,Brentwood,Cluster 22,Ward 5,1492,1.4946380697050938
38.91550408,-76.99260836,1899 9TH STREET NE,20018,Brentwood,Cluster 22,Ward 5,1492,1.4946380697050938
38.91078239,-76.98757915,1720 CORCORAN STREET NE,20002,Brentwood,Cluster 23,Ward 5,1492,1.4946380697050938
38.92132807,-76.98317637,2330 15TH STREET NE,20018,Brentwood,Cluster 22,Ward 5,1492,1.4946380697050938
38.91535613,-76.98483889,2015 FENWICK STREET NE,20002,Brentwood,Cluster 23,Ward 5,1492,1.4946380697050938
38.92027279,-76.98705373,2324 13TH PLACE NE,20018,Brentwood,Cluster 22,Ward 5,1492,1.4946380697050938
38.92168003,-76.98203085,1549 MONTANA AVENUE NE,20018,Brentwood,Cluster 22,Ward 5,1492,1.4946380697050938
38.92397337,-76.98600261,1325 RHODE ISLAND AVENUE NE,20018,Brentwood,Cluster 22,Ward 5,1492,1.4946380697050938
38.92130323,-76.98858979,1302 BRYANT STREET NE,20018,Brentwood,Cluster 22,Ward 5,1492,1.4946380697050938
38.92243039,-76.98301478,1527 DOWNING STREET NE,20018,Brentwood,Cluster 22,Ward 5,1492,1.4946380697050938
38.91235947,-76.9857526,1830 CENTRAL PLACE NE,20002,Brentwood,Cluster 23,Ward 5,1492,1.4946380697050938
38.90691305,-76.99837932,521 MORSE STREET NE,20002,Brentwood,Cluster 23,Ward 5,1492,1.4946380697050938
38.92254809,-76.98767131,1306 SARATOGA AVENUE NE,20018,Brentwood,Cluster 22,Ward 5,1492,1.4946380697050938
38.91994779,-76.99004147,1125 BRENTWOOD ROAD NE,20018,Brentwood,Cluster 22,Ward 5,1492,1.4946380697050938
38.92130389,-76.98801194,1320 BRYANT STREET NE,20018,Brentwood,Cluster 22,Ward 5,1492,1.4946380697050938
38.92275085,-76.99046845,2420 12TH STREET NE,20018,Brentwood,Cluster 22,Ward 5,1492,1.4946380697050938
38.92047352,-76.98365075,2316 14TH STREET NE,20018,Brentwood,Cluster 22,Ward 5,1492,1.4946380697050938
38.90748698,-76.99972259999998,409 MORSE STREET NE,20002,Brentwood,Cluster 23,Ward 5,1492,1.4946380697050938
38.91293419,-76.98561897,1837 CENTRAL PLACE NE,20002,Brentwood,Cluster 23,Ward 5,1492,1.4946380697050938
38.92229781,-76.98316346,1519 DOWNING STREET NE,20018,Brentwood,Cluster 22,Ward 5,1492,1.4946380697050938
38.92129499,-76.98186235,1613 MONTANA AVENUE NE,20018,Brentwood,Cluster 22,Ward 5,1492,1.4946380697050938
38.9204089,-76.98621422,1336 DOWNING STREET NE,20018,Brentwood,Cluster 22,Ward 5,1492,1.4946380697050938
38.92047778,-76.98670625,2317 13TH PLACE NE,20018,Brentwood,Cluster 22,Ward 5,1492,1.4946380697050938
38.91016956,-76.99789799999999,1345 4TH STREET NE,20002,Brentwood,Cluster 23,Ward 5,1492,1.4946380697050938
38.92016059,-76.98448674,1336 ADAMS STREET NE,20018,Brentwood,Cluster 22,Ward 5,1492,1.4946380697050938
38.9198027,-76.98598209,1303 ADAMS STREET NE,20018,Brentwood,Cluster 22,Ward 5,1492,1.4946380697050938
38.91051709,-76.99157868,,20002,Brentwood,Cluster 23,Ward 5,1492,1.4946380697050938
38.91326366,-76.98469359,1835 PROVIDENCE STREET NE,20002,Brentwood,Cluster 23,Ward 5,1492,1.4946380697050938
38.91991382,-76.98720555,2221 13TH STREET NE,20018,Brentwood,Cluster 22,Ward 5,1492,1.4946380697050938
38.91565141,-76.98197552,1504 OKIE STREET NE,20002,Brentwood,Cluster 23,Ward 5,1492,1.4946380697050938
38.92130338,-76.98825295,1312 BRYANT STREET NE,20018,Brentwood,Cluster 22,Ward 5,1492,1.4946380697050938
38.90862005,-76.99980042,1266 4TH STREET NE,20002,Brentwood,Cluster 23,Ward 5,1492,1.4946380697050938
38.92097606,-76.98218232,2305 15TH STREET NE,20018,Brentwood,Cluster 22,Ward 5,1492,1.4946380697050938
38.91567869,-76.98437840000001,1409 NEW YORK AVENUE NE,20002,Brentwood,Cluster 23,Ward 5,1492,1.4946380697050938
38.91822241,-76.98352454,1901 W STREET NE,20018,Brentwood,Cluster 22,Ward 5,1492,1.4946380697050938
38.91689046,-76.97917584,1765 NEW YORK AVENUE NE,20002,Brentwood,Cluster 23,Ward 5,1492,1.4946380697050938
38.91319937,-76.98619036,1864 CENTRAL PLACE NE,20002,Brentwood,Cluster 23,Ward 5,1492,1.4946380697050938
38.90817267,-76.99048504,,20002,Brentwood,Cluster 23,Ward 5,1492,1.4946380697050938
38.96249439,-77.02088871,524 PEABODY STREET NW,20011,Brightwood,Cluster 17,Ward 4,4300,0.9797674418604652
38.97170907,-77.03588633,1453 WHITTIER PLACE NW,20012,Brightwood,Cluster 17,Ward 4,4300,0.9797674418604652
38.97106518,-77.02381919,728 WHITTIER STREET NW,20012,Brightwood,Cluster 17,Ward 4,4300,0.9797674418604652
38.96252437,-77.01828002,400 PEABODY STREET NW,20011,Brightwood,Cluster 17,Ward 4,4300,0.9797674418604652
38.96169265,-77.02822329,5914 GEORGIA AVENUE NW,20011,Brightwood,Cluster 17,Ward 4,4300,0.9797674418604652
38.97397742,-77.02116916,6911 6TH STREET NW,20012,Brightwood,Cluster 17,Ward 4,4300,0.9797674418604652
38.97847462,-77.02385744,725 FERN PLACE NW,20012,Brightwood,Cluster 17,Ward 4,4300,0.9797674418604652
38.96077839,-77.01828258,5818 4TH STREET NW,20011,Brightwood,Cluster 17,Ward 4,4300,0.9797674418604652
38.96561602,-77.02998186,1303 RITTENHOUSE STREET NW,20011,Brightwood,Cluster 17,Ward 4,4300,0.9797674418604652
38.96879728,-77.03268628,1376 UNDERWOOD STREET NW,20012,Brightwood,Cluster 17,Ward 4,4300,0.9797674418604652
38.96110792,-77.01643149,5826 3RD STREET NW,20011,Brightwood,Cluster 17,Ward 4,4300,0.9797674418604652
38.97600959,-77.02482475,805 DAHLIA STREET NW,20012,Brightwood,Cluster 17,Ward 4,4300,0.9797674418604652
38.96288305,-77.01667732,311 PEABODY STREET NW,20011,Brightwood,Cluster 17,Ward 4,4300,0.9797674418604652
38.98024757,-77.02272088,7440 BLAIR ROAD NW,20012,Brightwood,Cluster 17,Ward 4,4300,0.9797674418604652
38.97691545,-77.02118261,7208 BLAIR ROAD NW,20012,Brightwood,Cluster 17,Ward 4,4300,0.9797674418604652
38.9688292,-77.02072705,519 UNDERWOOD STREET NW,20012,Brightwood,Cluster 17,Ward 4,4300,0.9797674418604652
38.96251346,-77.02151813,542 PEABODY STREET NW,20011,Brightwood,Cluster 17,Ward 4,4300,0.9797674418604652
38.9802405,-77.02150721,539 BRUMMEL COURT NW,20012,Brightwood,Cluster 17,Ward 4,4300,0.9797674418604652
38.96590923,-77.02504774,816 SHERIDAN STREET NW,20011,Brightwood,Cluster 17,Ward 4,4300,0.9797674418604652
38.96629426,-77.02034288,507 SHERIDAN STREET NW,20011,Brightwood,Cluster 17,Ward 4,4300,0.9797674418604652
38.96773535,-77.03151411,1341 TUCKERMAN STREET NW,20011,Brightwood,Cluster 17,Ward 4,4300,0.9797674418604652
38.96561604,-77.02990536,6200 13TH STREET NW,20011,Brightwood,Cluster 17,Ward 4,4300,0.9797674418604652
38.96911085,-77.02093969,6511 6TH STREET NW,20012,Brightwood,Cluster 17,Ward 4,4300,0.9797674418604652
38.97806322,-77.02195641,7220 BLAIR ROAD NW,20012,Brightwood,Cluster 17,Ward 4,4300,0.9797674418604652
38.97804959,-77.02066429999999,520 FERN PLACE NW,20012,Brightwood,Cluster 17,Ward 4,4300,0.9797674418604652
38.96844289,-77.02373754,732 UNDERWOOD STREET NW,20012,Brightwood,Cluster 17,Ward 4,4300,0.9797674418604652
38.96559927,-77.03545851,1443 RITTENHOUSE STREET NW,20011,Brightwood,Cluster 17,Ward 4,4300,0.9797674418604652
38.96635176,-77.03320072,6301 14TH STREET NW,20011,Brightwood,Cluster 17,Ward 4,4300,0.9797674418604652
38.97183583,-77.01830584,6712 4TH STREET NW,20012,Brightwood,Cluster 17,Ward 4,4300,0.9797674418604652
38.963944500000004,-77.02059940000001,509 QUACKENBOS STREET NW,20011,Brightwood,Cluster 17,Ward 4,4300,0.9797674418604652
38.98016482,-77.0256215,7416 9TH STREET NW,20012,Brightwood,Cluster 17,Ward 4,4300,0.9797674418604652
38.97072447,-77.02939999,6623 13TH STREET NW,20012,Brightwood,Cluster 17,Ward 4,4300,0.9797674418604652
38.96844606,-77.03131745,1343 TEWKESBURY PLACE NW,20012,Brightwood,Cluster 17,Ward 4,4300,0.9797674418604652
38.96887675,-77.03601161,6427 16TH STREET NW,20012,Brightwood,Cluster 17,Ward 4,4300,0.9797674418604652
38.97143646,-77.02019168,6700 5TH STREET NW,20012,Brightwood,Cluster 17,Ward 4,4300,0.9797674418604652
38.96921548,-77.03255066,1371 UNDERWOOD STREET NW,20012,Brightwood,Cluster 17,Ward 4,4300,0.9797674418604652
38.97055134,-77.02597358,858 VENABLE PLACE NW,20012,Brightwood,Cluster 17,Ward 4,4300,0.9797674418604652
38.96395418,-77.02459555,805 QUACKENBOS STREET NW,20011,Brightwood,Cluster 17,Ward 4,4300,0.9797674418604652
38.98222912,-77.02610456,7605 GEORGIA AVENUE NW,20012,Brightwood,Cluster 17,Ward 4,4300,0.9797674418604652
38.96475559,-77.02352723,730 RITTENHOUSE STREET NW,20011,Brightwood,Cluster 17,Ward 4,4300,0.9797674418604652
38.96777134,-77.02498216,818 TEWKESBURY PLACE NW,20012,Brightwood,Cluster 17,Ward 4,4300,0.9797674418604652
38.98136466,-77.02281449,7410 EASTERN AVENUE NW,20012,Brightwood,Cluster 17,Ward 4,4300,0.9797674418604652
38.97009768,-77.03375833,6600 14TH STREET NW,20012,Brightwood,Cluster 17,Ward 4,4300,0.9797674418604652
38.96595966,-77.02337462,722 SHERIDAN STREET NW,20011,Brightwood,Cluster 17,Ward 4,4300,0.9797674418604652
38.96711501,-77.02130351,600 TUCKERMAN STREET NW,20011,Brightwood,Cluster 17,Ward 4,4300,0.9797674418604652
38.962939,-77.03282990000001,1370 PEABODY STREET NW,20011,Brightwood,Cluster 17,Ward 4,4300,0.9797674418604652
38.97051746,-77.03527264,1434 WHITTIER STREET NW,20012,Brightwood,Cluster 17,Ward 4,4300,0.9797674418604652
38.96846699,-77.0350316,6428 LUZON AVENUE NW,20012,Brightwood,Cluster 17,Ward 4,4300,0.9797674418604652
38.96429129999999,-77.02353065,6112 7TH PLACE NW,20011,Brightwood,Cluster 17,Ward 4,4300,0.9797674418604652
38.97510205,-77.02093418,529 CEDAR STREET NW,20012,Brightwood,Cluster 17,Ward 4,4300,0.9797674418604652
38.96775681,-77.02467775,810 TEWKESBURY PLACE NW,20012,Brightwood,Cluster 17,Ward 4,4300,0.9797674418604652
38.97970913,-77.02187971,512 BRUMMEL COURT NW,20012,Brightwood,Cluster 17,Ward 4,4300,0.9797674418604652
38.96360174,-77.02475719,808 QUACKENBOS STREET NW,20011,Brightwood,Cluster 17,Ward 4,4300,0.9797674418604652
38.97065886,-77.02222104,6619 7TH STREET NW,20012,Brightwood,Cluster 17,Ward 4,4300,0.9797674418604652
38.96632613,-77.03004158,1305 SHERIDAN STREET NW,20011,Brightwood,Cluster 17,Ward 4,4300,0.9797674418604652
38.96747035,-77.02194899999999,617 TUCKERMAN STREET NW,20011,Brightwood,Cluster 17,Ward 4,4300,0.9797674418604652
38.9652404,-77.03057837,1320 RITTENHOUSE STREET NW,20011,Brightwood,Cluster 17,Ward 4,4300,0.9797674418604652
38.96629049,-77.02224184,6301 7TH STREET NW,20011,Brightwood,Cluster 17,Ward 4,4300,0.9797674418604652
38.97047868,-77.02536114,6612 PINEY BRANCH ROAD NW,20012,Brightwood,Cluster 17,Ward 4,4300,0.9797674418604652
38.96656784,-77.02322447,718 SOMERSET PLACE NW,20011,Brightwood,Cluster 17,Ward 4,4300,0.9797674418604652
38.96811118,-77.03313,1390 TEWKESBURY PLACE NW,20012,Brightwood,Cluster 17,Ward 4,4300,0.9797674418604652
38.96685282,-77.02297532,709 SOMERSET PLACE NW,20011,Brightwood,Cluster 17,Ward 4,4300,0.9797674418604652
38.96476182,-77.01843833,404 RITTENHOUSE STREET NW,20011,Brightwood,Cluster 17,Ward 4,4300,0.9797674418604652
38.97489251,-77.01830362,355 CEDAR STREET NW,20012,Brightwood,Cluster 17,Ward 4,4300,0.9797674418604652
38.966293900000004,-77.0236797,727 SHERIDAN STREET NW,20011,Brightwood,Cluster 17,Ward 4,4300,0.9797674418604652
38.96230755,-77.01643777,5932 3RD STREET NW,20011,Brightwood,Cluster 17,Ward 4,4300,0.9797674418604652
38.96355061,-77.01699109,308 QUACKENBOS STREET NW,20011,Brightwood,Cluster 17,Ward 4,4300,0.9797674418604652
38.97055064,-77.02627499,862 VENABLE PLACE NW,20012,Brightwood,Cluster 17,Ward 4,4300,0.9797674418604652
38.97860276,-77.02617686,7307 GEORGIA AVENUE NW,20012,Brightwood,Cluster 17,Ward 4,4300,0.9797674418604652
38.97846478,-77.02162878,7301 BLAIR ROAD NW,20012,Brightwood,Cluster 17,Ward 4,4300,0.9797674418604652
38.96515855,-77.0177948,337 RITTENHOUSE STREET NW,20011,Brightwood,Cluster 17,Ward 4,4300,0.9797674418604652
38.96629294,-77.02307068,711 SHERIDAN STREET NW,20011,Brightwood,Cluster 17,Ward 4,4300,0.9797674418604652
38.97450343,-77.02471124,6912 8TH STREET NW,20012,Brightwood,Cluster 17,Ward 4,4300,0.9797674418604652
38.97254622,-77.02633873,917 ASPEN STREET NW,20012,Brightwood,Cluster 17,Ward 4,4300,0.9797674418604652
38.96745059,-77.02062799,517 TUCKERMAN STREET NW,20011,Brightwood,Cluster 17,Ward 4,4300,0.9797674418604652
38.91933276,-77.00111381,311 RHODE ISLAND AVENUE NE,20002,Brookland,Cluster 21,Ward 5,7014,1.2580553179355574
38.93282693,-76.98043376,1715 MONROE STREET NE,20018,Brookland,Cluster 22,Ward 5,7014,1.2580553179355574
38.927392499999996,-76.98968718,1217 HAMLIN STREET NE,20017,Brookland,Cluster 22,Ward 5,7014,1.2580553179355574
38.95141841,-76.99731892,620 FARRAGUT PLACE NE,20017,Brookland,Cluster 20,Ward 5,7014,1.2580553179355574
38.94989108,-76.99534154,731 EMERSON STREET NE,20017,Brookland,Cluster 20,Ward 5,7014,1.2580553179355574
38.94570941,-76.99047403,4624 12TH STREET NE,20017,Brookland,Cluster 20,Ward 5,7014,1.2580553179355574
38.94457049,-76.99726426,4500 7TH STREET NE,20017,Brookland,Cluster 20,Ward 5,7014,1.2580553179355574
38.92733583,-76.99182384,1007 HAMLIN STREET NE,20017,Brookland,Cluster 22,Ward 5,7014,1.2580553179355574
38.92669851,-76.99999712,2852 CHANCELLOR'S WAY NE,20017,Brookland,Cluster 21,Ward 5,7014,1.2580553179355574
38.93202132,-76.98461737,3400 15TH STREET NE,20017,Brookland,Cluster 22,Ward 5,7014,1.2580553179355574
38.93065888,-76.99280366,930 KEARNY STREET NE,20017,Brookland,Cluster 22,Ward 5,7014,1.2580553179355574
38.92216595,-77.00234983,229 CHANNING STREET NE,20002,Brookland,Cluster 21,Ward 5,7014,1.2580553179355574
38.92850446,-77.00703835,3123 HAWTHORNE DRIVE NE,20017,Brookland,Cluster 21,Ward 5,7014,1.2580553179355574
38.92275607,-77.00308512,209 CROMWELL TERRACE NE,20002,Brookland,Cluster 21,Ward 5,7014,1.2580553179355574
38.9253791,-76.99661089,647 FRANKLIN STREET NE,20017,Brookland,Cluster 21,Ward 5,7014,1.2580553179355574
38.92061913,-77.00233905,231 ASCOT PLACE NE,20002,Brookland,Cluster 21,Ward 5,7014,1.2580553179355574
38.92805832,-76.99088545,3012 12TH STREET NE,20017,Brookland,Cluster 22,Ward 5,7014,1.2580553179355574
38.94832022,-76.99947984,4912 6TH STREET NE,20017,Brookland,Cluster 20,Ward 5,7014,1.2580553179355574
38.94837882,-76.99667532,706 DECATUR STREET NE,20017,Brookland,Cluster 20,Ward 5,7014,1.2580553179355574
38.93410899,-76.98390333,1512 NEWTON STREET NE,20017,Brookland,Cluster 22,Ward 5,7014,1.2580553179355574
38.93747959,-76.9890879,1234 QUINCY STREET NE,20017,Brookland,Cluster 20,Ward 5,7014,1.2580553179355574
38.92589043,-77.00702207,41 GIRARD STREET NE,20002,Brookland,Cluster 21,Ward 5,7014,1.2580553179355574
38.92489968,-76.99268281,2710 10TH STREET NE,20018,Brookland,Cluster 22,Ward 5,7014,1.2580553179355574
38.95089405,-76.99493759,5112 SOUTH DAKOTA AVENUE NE,20017,Brookland,Cluster 20,Ward 5,7014,1.2580553179355574
38.93411047,-76.98360184,1520 NEWTON STREET NE,20017,Brookland,Cluster 22,Ward 5,7014,1.2580553179355574
38.92931071,-76.99759619,627 REGENT PLACE NE,20017,Brookland,Cluster 21,Ward 5,7014,1.2580553179355574
38.93021006,-76.99592767,3219 7TH STREET NE,20017,Brookland,Cluster 21,Ward 5,7014,1.2580553179355574
38.93717441,-76.99463752,907 PERRY PLACE NE,20017,Brookland,Cluster 20,Ward 5,7014,1.2580553179355574
38.92311471,-76.99787686,611 EDGEWOOD STREET NE,20017,Brookland,Cluster 21,Ward 5,7014,1.2580553179355574
38.93124787,-76.99682444,605 LANCASTER STREET NE,20017,Brookland,Cluster 21,Ward 5,7014,1.2580553179355574
38.92819723,-76.99563128,711 IRVING STREET NE,20017,Brookland,Cluster 21,Ward 5,7014,1.2580553179355574
38.94372638,-77.00608035,4422 1ST STREET NE,20011,Brookland,Cluster 19,Ward 5,7014,1.2580553179355574
38.91931366,-77.00118357,305 RHODE ISLAND AVENUE NE,20002,Brookland,Cluster 21,Ward 5,7014,1.2580553179355574
38.94032985,-76.99050785,4112 12TH STREET NE,20017,Brookland,Cluster 20,Ward 5,7014,1.2580553179355574
38.93034709,-76.98018187,1726 JACKSON STREET NE,20018,Brookland,Cluster 22,Ward 5,7014,1.2580553179355574
38.92816658,-76.99693356,3024 7TH STREET NE,20017,Brookland,Cluster 21,Ward 5,7014,1.2580553179355574
38.93513306,-76.98269584,1600 OTIS STREET NE,20018,Brookland,Cluster 22,Ward 5,7014,1.2580553179355574
38.94406595,-76.98682240000001,1327 WEBSTER STREET NE,20017,Brookland,Cluster 20,Ward 5,7014,1.2580553179355574
38.92089703,-77.00266783,220 ASCOT PLACE NE,20002,Brookland,Cluster 21,Ward 5,7014,1.2580553179355574
38.93186437,-76.98134470000001,3318 17TH STREET NE,20018,Brookland,Cluster 22,Ward 5,7014,1.2580553179355574
