LATITUDE,LONGITUDE,FULLADDRESS,ZIPCODE,ASSESSMENT_NBHD,CLUSTER_,WARD,Units,Residential
38.94045963,-76.9874028,4118 13TH PLACE NE,20017,Brookland,Cluster 20,Ward 5,7014,1.2580553179355574
38.93389482,-76.98012102,1715 NEWTON STREET NE,20018,Brookland,Cluster 22,Ward 5,7014,1.2580553179355574
38.93297297,-76.98614605,1400 MONROE STREET NE,20017,Brookland,Cluster 22,Ward 5,7014,1.2580553179355574
38.92632752,-76.99765591,619 GIRARD STREET NE,20017,Brookland,Cluster 21,Ward 5,7014,1.2580553179355574
38.93504975,-76.98410969,1502 OTIS STREET NE,20017,Brookland,Cluster 22,Ward 5,7014,1.2580553179355574
38.9336443,-76.99238377,1004 NEWTON STREET NE,20017,Brookland,Cluster 22,Ward 5,7014,1.2580553179355574
38.925282200000005,-77.0049816,111 FRANKLIN STREET NE,20002,Brookland,Cluster 21,Ward 5,7014,1.2580553179355574
38.92220335,-77.00128959999999,319 CHANNING STREET NE,20002,Brookland,Cluster 21,Ward 5,7014,1.2580553179355574
38.9178662,-77.00669679,66 RHODE ISLAND AVENUE NE,20002,Brookland,Cluster 21,Ward 5,7014,1.2580553179355574
38.93882478,-76.98632116,1353 RITCHIE PLACE NE,20017,Brookland,Cluster 20,Ward 5,7014,1.2580553179355574
38.94865905,-76.99623071,721 DECATUR PLACE NE,20017,Brookland,Cluster 20,Ward 5,7014,1.2580553179355574
38.93925052,-76.98804237,4021 13TH STREET NE,20017,Brookland,Cluster 20,Ward 5,7014,1.2580553179355574
38.93717031,-76.98054595,3833 17TH PLACE NE,20018,Brookland,Cluster 22,Ward 5,7014,1.2580553179355574
38.92071152,-77.00375259,2316 2ND STREET NE,20002,Brookland,Cluster 21,Ward 5,7014,1.2580553179355574
38.93260962,-76.98578916,1405 MONROE STREET NE,20017,Brookland,Cluster 22,Ward 5,7014,1.2580553179355574
38.92326332,-77.00332443,201 DOUGLAS STREET NE,20002,Brookland,Cluster 21,Ward 5,7014,1.2580553179355574
38.93654272,-76.99392614,,20017,Brookland,Cluster 20,Ward 5,7014,1.2580553179355574
38.92768816,-77.00802351,24 HAWTHORNE COURT NE,20017,Brookland,Cluster 21,Ward 5,7014,1.2580553179355574
38.93429812,-77.00761665,,20011,Brookland,Cluster 21,Ward 5,7014,1.2580553179355574
38.95068813,-77.00798664,4920 FORT TOTTEN DRIVE NE,20011,Brookland,Cluster 19,Ward 5,7014,1.2580553179355574
38.92853843,-76.99754651,3055 CHANCELLOR'S WAY NE,20017,Brookland,Cluster 21,Ward 5,7014,1.2580553179355574
38.94607911,-76.99733031,625 BUCHANAN STREET NE,20017,Brookland,Cluster 20,Ward 5,7014,1.2580553179355574
38.93182344,-76.98064394,1703 LAWRENCE STREET NE,20018,Brookland,Cluster 22,Ward 5,7014,1.2580553179355574
38.9429349,-76.98417009999999,4410 SOUTH DAKOTA AVENUE NE,20017,Brookland,Cluster 20,Ward 5,7014,1.2580553179355574
38.93894549,-76.99381313,3931 9TH STREET NE,20017,Brookland,Cluster 20,Ward 5,7014,1.2580553179355574
38.94760586,-77.00803729,10 BUCHANAN STREET NE,20011,Brookland,Cluster 19,Ward 5,7014,1.2580553179355574
38.9295653,-76.99804781,608 REGENT PLACE NE,20017,Brookland,Cluster 21,Ward 5,7014,1.2580553179355574
38.92147251,-77.00075498,332 BRYANT STREET NE,20002,Brookland,Cluster 21,Ward 5,7014,1.2580553179355574
38.94425777,-77.00616484,99 WEBSTER STREET NE,20011,Brookland,Cluster 19,Ward 5,7014,1.2580553179355574
38.92490238,-77.00870302,2711 NORTH CAPITOL STREET NE,20002,Brookland,Cluster 21,Ward 5,7014,1.2580553179355574
38.92001476,-77.0022484,223 ADAMS STREET NE,20002,Brookland,Cluster 21,Ward 5,7014,1.2580553179355574
38.92539086,-76.99890582,511 FRANKLIN STREET NE,20017,Brookland,Cluster 21,Ward 5,7014,1.2580553179355574
38.94328212,-77.00282831,228 WEBSTER STREET NE,20011,Brookland,Cluster 19,Ward 5,7014,1.2580553179355574
38.94351417,-77.00300250000001,220 WEBSTER STREET NE,20011,Brookland,Cluster 19,Ward 5,7014,1.2580553179355574
38.94457854,-77.00467761,119 HAWAII AVENUE NE,20011,Brookland,Cluster 19,Ward 5,7014,1.2580553179355574
38.91633782,-77.07404134,1933 38TH STREET NW,20007,Burleith,Cluster 4,Ward 2,812,0.03078817733990148
38.9147349,-77.07036488,3521 S STREET NW,20007,Burleith,Cluster 4,Ward 2,812,0.03078817733990148
38.91430889,-77.07066402,3534 S STREET NW,20007,Burleith,Cluster 4,Ward 2,812,0.03078817733990148
38.91518412,-77.07187434,3616 T STREET NW,20007,Burleith,Cluster 4,Ward 2,812,0.03078817733990148
38.9143013,-77.0715853,3608 S STREET NW,20007,Burleith,Cluster 4,Ward 2,812,0.03078817733990148
38.91472808,-77.07134808,3601 S STREET NW,20007,Burleith,Cluster 4,Ward 2,812,0.03078817733990148
38.91421105,-77.07303217,1718 37TH STREET NW,20007,Burleith,Cluster 4,Ward 2,812,0.03078817733990148
38.91287426,-77.07351692,3719 RESERVOIR ROAD NW,20007,Burleith,Cluster 4,Ward 2,812,0.03078817733990148
38.9172399,-77.07860935,4057 HIGHWOOD COURT NW,20007,Burleith,Cluster 4,Ward 2,812,0.03078817733990148
38.91613416,-77.07140472,3602 WHITEHAVEN PARKWAY NW,20007,Burleith,Cluster 4,Ward 2,812,0.03078817733990148
38.91590679,-77.07007223,1913 35TH PLACE NW,20007,Burleith,Cluster 4,Ward 2,812,0.03078817733990148
38.91524566,-77.07022563,3526 T STREET NW,20007,Burleith,Cluster 4,Ward 2,812,0.03078817733990148
38.91562023,-77.06961672,3503 T STREET NW,20007,Burleith,Cluster 4,Ward 2,812,0.03078817733990148
38.91651160000001,-77.0754311,1949 39TH STREET NW,20007,Burleith,Cluster 4,Ward 2,812,0.03078817733990148
38.91646606,-77.07310009,1936 37TH STREET NW,20007,Burleith,Cluster 4,Ward 2,812,0.03078817733990148
38.9160892,-77.07402955,1923 38TH STREET NW,20007,Burleith,Cluster 4,Ward 2,812,0.03078817733990148
38.91606451,-77.07884939,4016 MANSION DRIVE NW,20007,Burleith,Cluster 4,Ward 2,812,0.03078817733990148
38.913121200000006,-77.07699264,3930 GEORGETOWN COURT NW,20007,Burleith,Cluster 4,Ward 2,812,0.03078817733990148
38.91596826,-77.07309174,1916 37TH STREET NW,20007,Burleith,Cluster 4,Ward 2,812,0.03078817733990148
38.91609429,-77.07891054,4018 MANSION DRIVE NW,20007,Burleith,Cluster 4,Ward 2,812,0.03078817733990148
38.91519161,-77.07155944,3606 T STREET NW,20007,Burleith,Cluster 4,Ward 2,812,0.03078817733990148
38.91506451,-77.07625597,3909 HILLANDALE COURT NW,20007,Burleith,Cluster 4,Ward 2,812,0.03078817733990148
38.91657077,-77.07900666,4015 MANSION DRIVE NW,20007,Burleith,Cluster 4,Ward 2,812,0.03078817733990148
38.91433013,-77.07040541,3526 S STREET NW,20007,Burleith,Cluster 4,Ward 2,812,0.03078817733990148
38.91558816,-77.07141029,3603 T STREET NW,20007,Burleith,Cluster 4,Ward 2,812,0.03078817733990148
38.91382685,-77.07301056,1704 37TH STREET NW,20007,Burleith,Cluster 4,Ward 2,812,0.03078817733990148
38.91533784,-77.07609679,3944 HIGHWOOD COURT NW,20007,Burleith,Cluster 4,Ward 2,812,0.03078817733990148
38.9155771,-77.07342227,3715 T STREET NW,20007,Burleith,Cluster 4,Ward 2,812,0.03078817733990148
38.91488513,-77.07099644,1809 36TH STREET NW,20007,Burleith,Cluster 4,Ward 2,812,0.03078817733990148
38.91512666,-77.07444803,3802 T STREET NW,20007,Burleith,Cluster 4,Ward 2,812,0.03078817733990148
38.91619251,-77.07643026,3916 HIGHWOOD COURT NW,20007,Burleith,Cluster 4,Ward 2,812,0.03078817733990148
38.91535777,-77.07633181,3938 HIGHWOOD COURT NW,20007,Burleith,Cluster 4,Ward 2,812,0.03078817733990148
38.91557867,-77.07548304,3833 T STREET NW,20007,Burleith,Cluster 4,Ward 2,812,0.03078817733990148
38.91343624,-77.07709537,3918 GEORGETOWN COURT NW,20007,Burleith,Cluster 4,Ward 2,812,0.03078817733990148
38.91387597,-77.07017666,3519 R STREET NW,20007,Burleith,Cluster 4,Ward 2,812,0.03078817733990148
38.91725058,-77.0790766,4105 PARKGLEN COURT NW,20007,Burleith,Cluster 4,Ward 2,812,0.03078817733990148
38.91494776,-77.07816105,4012 CHANCERY COURT NW,20007,Burleith,Cluster 4,Ward 2,812,0.03078817733990148
38.91300687,-77.07700290000001,3934 GEORGETOWN COURT NW,20007,Burleith,Cluster 4,Ward 2,812,0.03078817733990148
38.91465955,-77.07519968,3827 S STREET NW,20007,Burleith,Cluster 4,Ward 2,812,0.03078817733990148
38.91517086,-77.07306740000001,1820 37TH STREET NW,20007,Burleith,Cluster 4,Ward 2,812,0.03078817733990148
38.91506479,-77.07609869,3905 HILLANDALE COURT NW,20007,Burleith,Cluster 4,Ward 2,812,0.03078817733990148
38.91466839,-77.07376644,3717 S STREET NW,20007,Burleith,Cluster 4,Ward 2,812,0.03078817733990148
38.9166615,-77.08094994,4165 PARKGLEN COURT NW,20007,Burleith,Cluster 4,Ward 2,812,0.03078817733990148
38.91533914,-77.06981673,3508 T STREET NW,20007,Burleith,Cluster 4,Ward 2,812,0.03078817733990148
38.91285922,-77.07394099,1601 38TH STREET NW,20007,Burleith,Cluster 4,Ward 2,812,0.03078817733990148
38.91489422,-77.07767209,4004 CHANCERY COURT NW,20007,Burleith,Cluster 4,Ward 2,812,0.03078817733990148
38.91377558,-77.06979283,3507 R STREET NW,20007,Burleith,Cluster 4,Ward 2,812,0.03078817733990148
38.91377153,-77.07360202,3723 R STREET NW,20007,Burleith,Cluster 4,Ward 2,812,0.03078817733990148
38.91349959,-77.07595739,3974 GEORGETOWN COURT NW,20007,Burleith,Cluster 4,Ward 2,812,0.03078817733990148
38.91560323,-77.07454885,3805 T STREET NW,20007,Burleith,Cluster 4,Ward 2,812,0.03078817733990148
38.91617262,-77.07229667,3632 WHITEHAVEN PARKWAY NW,20007,Burleith,Cluster 4,Ward 2,812,0.03078817733990148
38.91527353,-77.07016697,3520 T STREET NW,20007,Burleith,Cluster 4,Ward 2,812,0.03078817733990148
38.915701399999996,-77.07256843,1907 37TH STREET NW,20007,Burleith,Cluster 4,Ward 2,812,0.03078817733990148
38.91598375,-77.07864913,4010 MANSION DRIVE NW,20007,Burleith,Cluster 4,Ward 2,812,0.03078817733990148
38.91514204,-77.07391649,3730 T STREET NW,20007,Burleith,Cluster 4,Ward 2,812,0.03078817733990148
38.91607981,-77.07602644,3919 HIGHWOOD COURT NW,20007,Burleith,Cluster 4,Ward 2,812,0.03078817733990148
38.916875399999995,-77.07810643,4016 HIGHWOOD COURT NW,20007,Burleith,Cluster 4,Ward 2,812,0.03078817733990148
38.91560016,-77.07003526,3513 T STREET NW,20007,Burleith,Cluster 4,Ward 2,812,0.03078817733990148
38.91558478,-77.07522326,3825 T STREET NW,20007,Burleith,Cluster 4,Ward 2,812,0.03078817733990148
38.91465397,-77.07462361,3809 S STREET NW,20007,Burleith,Cluster 4,Ward 2,812,0.03078817733990148
38.91559031,-77.07502021,3819 T STREET NW,20007,Burleith,Cluster 4,Ward 2,812,0.03078817733990148
38.91376422,-77.07334546,3715 R STREET NW,20007,Burleith,Cluster 4,Ward 2,812,0.03078817733990148
38.91463717,-77.07539072,3833 S STREET NW,20007,Burleith,Cluster 4,Ward 2,812,0.03078817733990148
38.9148409,-77.07305392,1808 37TH STREET NW,20007,Burleith,Cluster 4,Ward 2,812,0.03078817733990148
38.9147864,-77.07305179,1806 37TH STREET NW,20007,Burleith,Cluster 4,Ward 2,812,0.03078817733990148
38.91605059,-77.08050774,4074 MANSION DRIVE NW,20007,Burleith,Cluster 4,Ward 2,812,0.03078817733990148
38.9159091,-77.07601865,3925 HIGHWOOD COURT NW,20007,Burleith,Cluster 4,Ward 2,812,0.03078817733990148
38.91725267,-77.07931264,4109 PARKGLEN COURT NW,20007,Burleith,Cluster 4,Ward 2,812,0.03078817733990148
38.91517578,-77.07225565,3628 T STREET NW,20007,Burleith,Cluster 4,Ward 2,812,0.03078817733990148
38.91660687,-77.07604441,3903 HIGHWOOD COURT NW,20007,Burleith,Cluster 4,Ward 2,812,0.03078817733990148
38.9156077,-77.07053109,3523 T STREET NW,20007,Burleith,Cluster 4,Ward 2,812,0.03078817733990148
38.91592075,-77.07258503,1915 37TH STREET NW,20007,Burleith,Cluster 4,Ward 2,812,0.03078817733990148
38.91312288,-77.07592955,3960 GEORGETOWN COURT NW,20007,Burleith,Cluster 4,Ward 2,812,0.03078817733990148
38.91496743,-77.07251995,1813 37TH STREET NW,20007,Burleith,Cluster 4,Ward 2,812,0.03078817733990148
38.91463828,-77.07506844,3823 S STREET NW,20007,Burleith,Cluster 4,Ward 2,812,0.03078817733990148
38.88493335,-76.99323104,910 SOUTH CAROLINA AVENUE SE,20003,Capitol Hill,Cluster 26,Ward 6,3981,0.7967847274554132
38.89009939,-76.99331054,908 EAST CAPITOL STREET NE,20003,Capitol Hill,Cluster 26,Ward 6,3981,0.7967847274554132
38.88886027,-76.99456588,806 A STREET SE,20003,Capitol Hill,Cluster 26,Ward 6,3981,0.7967847274554132
38.88168002,-76.99244118,532 10TH STREET SE,20003,Capitol Hill,Cluster 26,Ward 6,3981,0.7967847274554132
38.88318916,-76.99524021,415 8TH STREET SE,20003,Capitol Hill,Cluster 26,Ward 6,3981,0.7967847274554132
38.89118811,-77.00332697,105 2ND STREET NE,20002,Capitol Hill,Cluster 26,Ward 6,3981,0.7967847274554132
38.88777218,-76.99977754,420 INDEPENDENCE AVENUE SE,20003,Capitol Hill,Cluster 26,Ward 6,3981,0.7967847274554132
38.89128031,-76.99866439,108 6TH STREET NE,20002,Capitol Hill,Cluster 26,Ward 6,3981,0.7967847274554132
38.88475642,-76.99468076,802 D STREET SE,20003,Capitol Hill,Cluster 26,Ward 6,3981,0.7967847274554132
38.8829159,-76.99700558,644 E STREET SE,20003,Capitol Hill,Cluster 26,Ward 6,3981,0.7967847274554132
38.8842954,-77.00453857,142 NORTH CAROLINA AVENUE SE,20003,Capitol Hill,Cluster 26,Ward 6,3981,0.7967847274554132
38.88233544,-76.99866341,511 6TH STREET SE,20003,Capitol Hill,Cluster 26,Ward 6,3981,0.7967847274554132
38.88571719,-76.99347762,306 9TH STREET SE,20003,Capitol Hill,Cluster 26,Ward 6,3981,0.7967847274554132
38.89114248,-76.99975967,102 5TH STREET NE,20002,Capitol Hill,Cluster 26,Ward 6,3981,0.7967847274554132
38.88477888,-77.00036109999999,328 4TH STREET SE,20003,Capitol Hill,Cluster 26,Ward 6,3981,0.7967847274554132
38.88442621,-77.00420076,156 NORTH CAROLINA AVENUE SE,20003,Capitol Hill,Cluster 26,Ward 6,3981,0.7967847274554132
38.88739373,-76.99868775,203 6TH STREET SE,20003,Capitol Hill,Cluster 26,Ward 6,3981,0.7967847274554132
38.88359068,-77.00634873,456 NEW JERSEY AVENUE SE,20003,Capitol Hill,Cluster 26,Ward 6,3981,0.7967847274554132
38.88885328,-77.00038936,400 A STREET SE,20003,Capitol Hill,Cluster 26,Ward 6,3981,0.7967847274554132
38.89065705,-76.9939893,24 9TH STREET NE,20002,Capitol Hill,Cluster 26,Ward 6,3981,0.7967847274554132
38.89218484,-77.00020991,406 1/2 CONSTITUTION AVENUE NE,20002,Capitol Hill,Cluster 25,Ward 6,3981,0.7967847274554132
38.88182015,-77.00174124,610 3RD STREET SE,20003,Capitol Hill,Cluster 26,Ward 6,3981,0.7967847274554132
38.88164609,-76.99470762,530 8TH STREET SE,20003,Capitol Hill,Cluster 26,Ward 6,3981,0.7967847274554132
38.88567127,-76.99240813,310 10TH STREET SE,20003,Capitol Hill,Cluster 26,Ward 6,3981,0.7967847274554132
38.88694788,-76.99467403,222 8TH STREET SE,20003,Capitol Hill,Cluster 26,Ward 6,3981,0.7967847274554132
38.88244354,-77.00478867,133 DUDDINGTON PLACE SE,20003,Capitol Hill,Cluster 26,Ward 6,3981,0.7967847274554132
38.89045415,-77.00078035,16 4TH STREET NE,20002,Capitol Hill,Cluster 26,Ward 6,3981,0.7967847274554132
38.887906799999996,-76.99423653,811 1/2 NORTH CAROLINA AVENUE SE,20003,Capitol Hill,Cluster 26,Ward 6,3981,0.7967847274554132
38.88789309,-76.99573956,708 NORTH CAROLINA AVENUE SE,20003,Capitol Hill,Cluster 26,Ward 6,3981,0.7967847274554132
38.88366283,-77.00082592,417 4TH STREET SE,20003,Capitol Hill,Cluster 26,Ward 6,3981,0.7967847274554132
38.88299625,-77.00562903,504 1ST STREET SE,20003,Capitol Hill,Cluster 26,Ward 6,3981,0.7967847274554132
38.88952584,-77.00098482,323 EAST CAPITOL STREET SE,20003,Capitol Hill,Cluster 26,Ward 6,3981,0.7967847274554132
38.88253875,-76.99337533,907 E STREET SE,20003,Capitol Hill,Cluster 26,Ward 6,3981,0.7967847274554132
38.88621117,-76.99447007,808 C STREET SE,20003,Capitol Hill,Cluster 26,Ward 6,3981,0.7967847274554132
38.89343797,-77.00246266,229 C STREET NE,20002,Capitol Hill,Cluster 25,Ward 6,3981,0.7967847274554132
38.88308122,-77.00230025,501 3RD STREET SE,20003,Capitol Hill,Cluster 26,Ward 6,3981,0.7967847274554132
38.88783875,-77.00076822,125 4TH STREET SE,20003,Capitol Hill,Cluster 26,Ward 6,3981,0.7967847274554132
38.88216862,-77.00430735,148 F STREET SE,20003,Capitol Hill,Cluster 26,Ward 6,3981,0.7967847274554132
38.89218637,-77.00028656,404 CONSTITUTION AVENUE NE,20002,Capitol Hill,Cluster 25,Ward 6,3981,0.7967847274554132
38.89011776,-76.99753135,624 EAST CAPITOL STREET NE,20003,Capitol Hill,Cluster 26,Ward 6,3981,0.7967847274554132
38.88303643,-77.00324338,502 2ND STREET SE,20003,Capitol Hill,Cluster 26,Ward 6,3981,0.7967847274554132
38.88212184,-76.99822015,518 6TH STREET SE,20003,Capitol Hill,Cluster 26,Ward 6,3981,0.7967847274554132
38.88216566,-77.00401922,158 F STREET SE,20003,Capitol Hill,Cluster 26,Ward 6,3981,0.7967847274554132
38.88887391,-76.99349831,902 A STREET SE,20003,Capitol Hill,Cluster 26,Ward 6,3981,0.7967847274554132
38.88621579,-76.99179098,253 11TH STREET SE,20003,Capitol Hill,Cluster 26,Ward 6,3981,0.7967847274554132
38.88778439,-76.99675364,654 INDEPENDENCE AVENUE SE,20003,Capitol Hill,Cluster 26,Ward 6,3981,0.7967847274554132
38.88703106,-76.99870597,217 6TH STREET SE,20003,Capitol Hill,Cluster 26,Ward 6,3981,0.7967847274554132
38.88689197,-76.99974896,223 5TH STREET SE,20003,Capitol Hill,Cluster 26,Ward 6,3981,0.7967847274554132
38.88794796,-76.99405453,817 NORTH CAROLINA AVENUE SE,20003,Capitol Hill,Cluster 26,Ward 6,3981,0.7967847274554132
38.88411701,-77.00503163,120 NORTH CAROLINA AVENUE SE,20003,Capitol Hill,Cluster 26,Ward 6,3981,0.7967847274554132
38.88188829,-76.99399868,527 9TH STREET SE,20003,Capitol Hill,Cluster 26,Ward 6,3981,0.7967847274554132
38.89219815,-76.99776205,616 CONSTITUTION AVENUE NE,20002,Capitol Hill,Cluster 25,Ward 6,3981,0.7967847274554132
38.88188987,-76.9917826,529 11TH STREET SE,20003,Capitol Hill,Cluster 26,Ward 6,3981,0.7967847274554132
38.89247948,-76.99758245,627 MASSACHUSETTS AVENUE NE,20002,Capitol Hill,Cluster 25,Ward 6,3981,0.7967847274554132
38.88777218,-77.00031409,402 INDEPENDENCE AVENUE SE,20003,Capitol Hill,Cluster 26,Ward 6,3981,0.7967847274554132
38.88736068,-76.99542781,717 NORTH CAROLINA AVENUE SE,20003,Capitol Hill,Cluster 26,Ward 6,3981,0.7967847274554132
38.88887588,-76.99337693,906 A STREET SE,20003,Capitol Hill,Cluster 26,Ward 6,3981,0.7967847274554132
38.8829342,-76.99468816,428 8TH STREET SE,20003,Capitol Hill,Cluster 26,Ward 6,3981,0.7967847274554132
38.88241503,-77.00560432,524 1ST STREET SE,20003,Capitol Hill,Cluster 26,Ward 6,3981,0.7967847274554132
38.88444301,-76.99299319,921 1/2 SOUTH CAROLINA AVENUE SE,20003,Capitol Hill,Cluster 26,Ward 6,3981,0.7967847274554132
38.883441600000005,-76.99594797,408 7TH STREET SE,20003,Capitol Hill,Cluster 26,Ward 6,3981,0.7967847274554132
38.88381696,-76.99926409,412 5TH STREET SE,20003,Capitol Hill,Cluster 26,Ward 6,3981,0.7967847274554132
38.89062802,-77.00037369,21 4TH STREET NE,20002,Capitol Hill,Cluster 26,Ward 6,3981,0.7967847274554132
38.885413,-76.99239998,322 10TH STREET SE,20003,Capitol Hill,Cluster 26,Ward 6,3981,0.7967847274554132
38.88619478,-76.99292928,918 C STREET SE,20003,Capitol Hill,Cluster 26,Ward 6,3981,0.7967847274554132
38.88184991,-76.99592801,530 7TH STREET SE,20003,Capitol Hill,Cluster 26,Ward 6,3981,0.7967847274554132
38.88953145,-76.99900342,509 EAST CAPITOL STREET SE,20003,Capitol Hill,Cluster 26,Ward 6,3981,0.7967847274554132
38.88456163,-77.00875861,416 SOUTH CAPITOL STREET SE,20003,Capitol Hill,Cluster 26,Ward 6,3981,0.7967847274554132
38.89183748,-77.00089287,327 CONSTITUTION AVENUE NE,20002,Capitol Hill,Cluster 26,Ward 6,3981,0.7967847274554132
38.88825208,-76.99593237,114 7TH STREET SE,20003,Capitol Hill,Cluster 26,Ward 6,3981,0.7967847274554132
38.88562561,-76.99639379,315 7TH STREET SE,20003,Capitol Hill,Cluster 26,Ward 6,3981,0.7967847274554132
38.89333654,-77.00221713,230 3RD STREET NE,20002,Capitol Hill,Cluster 25,Ward 6,3981,0.7967847274554132
38.886466600000006,-76.99349149,236 9TH STREET SE,20003,Capitol Hill,Cluster 26,Ward 6,3981,0.7967847274554132
38.88778911,-76.99918452,504 INDEPENDENCE AVENUE SE,20003,Capitol Hill,Cluster 26,Ward 6,3981,0.7967847274554132
38.889291799999995,-77.00035179,8 4TH STREET SE,20003,Capitol Hill,Cluster 26,Ward 6,3981,0.7967847274554132
38.90678539,-77.04211131,1226 CONNECTICUT AVENUE NW,20036,Central-tri 1,Cluster 6,Ward 2,1192,5.287751677852349
38.90102594,-77.04047215,1720 I STREET NW,20006,Central-tri 1,Cluster 6,Ward 2,1192,5.287751677852349
38.90927039,-77.04848604,,20037,Central-tri 1,Cluster 6,Ward 2,1192,5.287751677852349
38.90820299,-77.0422241,1333 CONNECTICUT AVENUE NW,20036,Central-tri 1,Cluster 6,Ward 2,1192,5.287751677852349
38.90873936,-77.04759663,2115 1/2 O STREET NW,20037,Central-tri 1,Cluster 6,Ward 2,1192,5.287751677852349
38.90835414,-77.04765137,2124 O STREET NW,20037,Central-tri 1,Cluster 6,Ward 2,1192,5.287751677852349
38.90746548,-77.04739425,2111 N STREET NW,20037,Central-tri 1,Cluster 5,Ward 2,1192,5.287751677852349
38.90802275,-77.04460391,1307 NEW HAMPSHIRE AVENUE NW,20036,Central-tri 1,Cluster 6,Ward 2,1192,5.287751677852349
38.90351289,-77.04716785,2110 L STREET NW,20037,Central-tri 1,Cluster 6,Ward 2,1192,5.287751677852349
38.90706165,-77.04444685,1930 N STREET NW,20036,Central-tri 1,Cluster 6,Ward 2,1192,5.287751677852349
38.90550034,-77.04906432,2201 M STREET NW,20037,Central-tri 1,Cluster 5,Ward 2,1192,5.287751677852349
38.90404842,-77.03888519,1100 17TH STREET NW,20036,Central-tri 1,Cluster 6,Ward 2,1192,5.287751677852349
38.90837727,-77.04635581,2036 O STREET NW,20036,Central-tri 1,Cluster 6,Ward 2,1192,5.287751677852349
38.90808169,-77.04639966,1327 21ST STREET NW,20036,Central-tri 1,Cluster 6,Ward 2,1192,5.287751677852349
38.90439443,-77.04980855,1111 23RD STREET NW,20037,Central-tri 1,Cluster 5,Ward 2,1192,5.287751677852349
38.90990155,-77.04687253,1504 21ST STREET NW,20036,Central-tri 1,Cluster 6,Ward 2,1192,5.287751677852349
